2026-03-04 15:36:36,935 INFO [sync_financials] === sync_financials START ===
2026-03-04 15:36:36,935 INFO [sync_financials]   mode:       APPLY (本番反映)
2026-03-04 15:36:36,935 INFO [sync_financials]   scope:      RECENT 30日
2026-03-04 15:36:36,935 INFO [sync_financials]   sqlite:     C:\Users\takuy\OneDrive\tdnet-excel-input\data\jquants.db
2026-03-04 15:36:36,935 INFO [sync_financials]   table:      financials
2026-03-04 15:36:36,935 INFO [sync_financials]   limit:      無制限
2026-03-04 15:36:36,935 INFO [sync_financials]   batch-size: 500
2026-03-04 15:36:36,944 INFO [sync_financials]   log:        C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_153636.log
2026-03-04 15:36:36,951 INFO [sync_financials] [SQLite] 生データ: 87,157 rows / 3,820 codes
2026-03-04 15:36:36,953 INFO [sync_financials] [SQLite] 差分モード: fetched_at >= 2026-02-02 15:36:36 (直近30日)
2026-03-04 15:36:37,328 INFO [sync_financials] [SQLite] 重複排除後: 72,490 rows
2026-03-04 15:36:37,335 INFO [sync_financials] [SYNC] quarter 分布: {"1Q": 17819, "2Q": 17771, "3Q": 17832, "4Q": 13, "FY": 19055}
2026-03-04 15:36:37,335 INFO [sync_financials] [SYNC] 開始: 72,490 rows → financials (145 batches × 500)
2026-03-04 15:36:37,558 INFO [sync_financials]   batch 1/145: 500 rows upserted (累計 500 / 72,490, 0.2秒)
2026-03-04 15:36:39,442 INFO [sync_financials]   batch 13/145: 500 rows upserted (累計 6,500 / 72,490, 2.1秒)
2026-03-04 15:36:39,598 INFO [sync_financials]   batch 14/145: 500 rows upserted (累計 7,000 / 72,490, 2.3秒)
2026-03-04 15:36:39,748 INFO [sync_financials]   batch 15/145: 500 rows upserted (累計 7,500 / 72,490, 2.4秒)
2026-03-04 15:36:39,900 INFO [sync_financials]   batch 16/145: 500 rows upserted (累計 8,000 / 72,490, 2.6秒)
2026-03-04 15:36:40,078 INFO [sync_financials]   batch 17/145: 500 rows upserted (累計 8,500 / 72,490, 2.7秒)
2026-03-04 15:36:40,296 INFO [sync_financials]   batch 18/145: 500 rows upserted (累計 9,000 / 72,490, 3.0秒)
2026-03-04 15:36:40,452 INFO [sync_financials]   batch 19/145: 500 rows upserted (累計 9,500 / 72,490, 3.1秒)
2026-03-04 15:36:40,589 INFO [sync_financials]   batch 20/145: 500 rows upserted (累計 10,000 / 72,490, 3.3秒)
2026-03-04 15:36:40,747 INFO [sync_financials]   batch 21/145: 500 rows upserted (累計 10,500 / 72,490, 3.4秒)
2026-03-04 15:36:40,905 INFO [sync_financials]   batch 22/145: 500 rows upserted (累計 11,000 / 72,490, 3.6秒)
2026-03-04 15:36:41,105 INFO [sync_financials]   batch 23/145: 500 rows upserted (累計 11,500 / 72,490, 3.8秒)
2026-03-04 15:36:41,252 INFO [sync_financials]   batch 24/145: 500 rows upserted (累計 12,000 / 72,490, 3.9秒)
2026-03-04 15:36:41,419 INFO [sync_financials]   batch 25/145: 500 rows upserted (累計 12,500 / 72,490, 4.1秒)
2026-03-04 15:36:41,553 INFO [sync_financials]   batch 26/145: 500 rows upserted (累計 13,000 / 72,490, 4.2秒)
2026-03-04 15:36:41,697 INFO [sync_financials]   batch 27/145: 500 rows upserted (累計 13,500 / 72,490, 4.4秒)
2026-03-04 15:36:41,833 INFO [sync_financials]   batch 28/145: 500 rows upserted (累計 14,000 / 72,490, 4.5秒)
2026-03-04 15:36:41,981 INFO [sync_financials]   batch 29/145: 500 rows upserted (累計 14,500 / 72,490, 4.6秒)
2026-03-04 15:36:42,115 INFO [sync_financials]   batch 30/145: 500 rows upserted (累計 15,000 / 72,490, 4.8秒)
2026-03-04 15:36:42,264 INFO [sync_financials]   batch 31/145: 500 rows upserted (累計 15,500 / 72,490, 4.9秒)
2026-03-04 15:36:42,400 INFO [sync_financials]   batch 32/145: 500 rows upserted (累計 16,000 / 72,490, 5.1秒)
2026-03-04 15:36:42,570 INFO [sync_financials]   batch 33/145: 500 rows upserted (累計 16,500 / 72,490, 5.2秒)
2026-03-04 15:36:42,712 INFO [sync_financials]   batch 34/145: 500 rows upserted (累計 17,000 / 72,490, 5.4秒)
2026-03-04 15:36:42,876 INFO [sync_financials]   batch 35/145: 500 rows upserted (累計 17,500 / 72,490, 5.5秒)
2026-03-04 15:36:43,021 INFO [sync_financials]   batch 36/145: 500 rows upserted (累計 18,000 / 72,490, 5.7秒)
2026-03-04 15:36:43,162 INFO [sync_financials]   batch 37/145: 500 rows upserted (累計 18,500 / 72,490, 5.8秒)
2026-03-04 15:36:43,326 INFO [sync_financials]   batch 38/145: 500 rows upserted (累計 19,000 / 72,490, 6.0秒)
2026-03-04 15:36:43,470 INFO [sync_financials]   batch 39/145: 500 rows upserted (累計 19,500 / 72,490, 6.1秒)
2026-03-04 15:36:43,603 INFO [sync_financials]   batch 40/145: 500 rows upserted (累計 20,000 / 72,490, 6.3秒)
2026-03-04 15:36:43,731 INFO [sync_financials]   batch 41/145: 500 rows upserted (累計 20,500 / 72,490, 6.4秒)
2026-03-04 15:36:43,856 INFO [sync_financials]   batch 42/145: 500 rows upserted (累計 21,000 / 72,490, 6.5秒)
2026-03-04 15:36:44,022 INFO [sync_financials]   batch 43/145: 500 rows upserted (累計 21,500 / 72,490, 6.7秒)
2026-03-04 15:36:44,158 INFO [sync_financials]   batch 44/145: 500 rows upserted (累計 22,000 / 72,490, 6.8秒)
2026-03-04 15:36:44,295 INFO [sync_financials]   batch 45/145: 500 rows upserted (累計 22,500 / 72,490, 7.0秒)
2026-03-04 15:36:44,425 INFO [sync_financials]   batch 46/145: 500 rows upserted (累計 23,000 / 72,490, 7.1秒)
2026-03-04 15:36:44,574 INFO [sync_financials]   batch 47/145: 500 rows upserted (累計 23,500 / 72,490, 7.2秒)
2026-03-04 15:36:44,696 INFO [sync_financials]   batch 48/145: 500 rows upserted (累計 24,000 / 72,490, 7.4秒)
2026-03-04 15:36:44,833 INFO [sync_financials]   batch 49/145: 500 rows upserted (累計 24,500 / 72,490, 7.5秒)
2026-03-04 15:36:44,968 INFO [sync_financials]   batch 50/145: 500 rows upserted (累計 25,000 / 72,490, 7.6秒)
2026-03-04 15:36:45,098 INFO [sync_financials]   batch 51/145: 500 rows upserted (累計 25,500 / 72,490, 7.8秒)
2026-03-04 15:36:45,229 INFO [sync_financials]   batch 52/145: 500 rows upserted (累計 26,000 / 72,490, 7.9秒)
2026-03-04 15:36:45,357 INFO [sync_financials]   batch 53/145: 500 rows upserted (累計 26,500 / 72,490, 8.0秒)
2026-03-04 15:36:45,484 INFO [sync_financials]   batch 54/145: 500 rows upserted (累計 27,000 / 72,490, 8.1秒)
2026-03-04 15:36:45,653 INFO [sync_financials]   batch 55/145: 500 rows upserted (累計 27,500 / 72,490, 8.3秒)
2026-03-04 15:36:45,808 INFO [sync_financials]   batch 56/145: 500 rows upserted (累計 28,000 / 72,490, 8.5秒)
2026-03-04 15:36:45,945 INFO [sync_financials]   batch 57/145: 500 rows upserted (累計 28,500 / 72,490, 8.6秒)
2026-03-04 15:36:46,082 INFO [sync_financials]   batch 58/145: 500 rows upserted (累計 29,000 / 72,490, 8.7秒)
2026-03-04 15:36:46,224 INFO [sync_financials]   batch 59/145: 500 rows upserted (累計 29,500 / 72,490, 8.9秒)
2026-03-04 15:36:46,353 INFO [sync_financials]   batch 60/145: 500 rows upserted (累計 30,000 / 72,490, 9.0秒)
2026-03-04 15:36:46,494 INFO [sync_financials]   batch 61/145: 500 rows upserted (累計 30,500 / 72,490, 9.2秒)
2026-03-04 15:36:46,648 INFO [sync_financials]   batch 62/145: 500 rows upserted (累計 31,000 / 72,490, 9.3秒)
2026-03-04 15:36:46,830 INFO [sync_financials]   batch 63/145: 500 rows upserted (累計 31,500 / 72,490, 9.5秒)
2026-03-04 15:36:46,977 INFO [sync_financials]   batch 64/145: 500 rows upserted (累計 32,000 / 72,490, 9.6秒)
2026-03-04 15:36:47,110 INFO [sync_financials]   batch 65/145: 500 rows upserted (累計 32,500 / 72,490, 9.8秒)
2026-03-04 15:36:47,266 INFO [sync_financials]   batch 66/145: 500 rows upserted (累計 33,000 / 72,490, 9.9秒)
2026-03-04 15:36:47,422 INFO [sync_financials]   batch 67/145: 500 rows upserted (累計 33,500 / 72,490, 10.1秒)
2026-03-04 15:36:47,571 INFO [sync_financials]   batch 68/145: 500 rows upserted (累計 34,000 / 72,490, 10.2秒)
2026-03-04 15:36:47,703 INFO [sync_financials]   batch 69/145: 500 rows upserted (累計 34,500 / 72,490, 10.4秒)
2026-03-04 15:36:47,830 INFO [sync_financials]   batch 70/145: 500 rows upserted (累計 35,000 / 72,490, 10.5秒)
2026-03-04 15:36:47,982 INFO [sync_financials]   batch 71/145: 500 rows upserted (累計 35,500 / 72,490, 10.6秒)
2026-03-04 15:36:48,135 INFO [sync_financials]   batch 72/145: 500 rows upserted (累計 36,000 / 72,490, 10.8秒)
2026-03-04 15:36:48,437 INFO [sync_financials]   batch 73/145: 500 rows upserted (累計 36,500 / 72,490, 11.1秒)
2026-03-04 15:36:48,584 INFO [sync_financials]   batch 74/145: 500 rows upserted (累計 37,000 / 72,490, 11.2秒)
2026-03-04 15:36:48,734 INFO [sync_financials]   batch 75/145: 500 rows upserted (累計 37,500 / 72,490, 11.4秒)
2026-03-04 15:36:48,869 INFO [sync_financials]   batch 76/145: 500 rows upserted (累計 38,000 / 72,490, 11.5秒)
2026-03-04 15:36:49,027 INFO [sync_financials]   batch 77/145: 500 rows upserted (累計 38,500 / 72,490, 11.7秒)
2026-03-04 15:36:49,158 INFO [sync_financials]   batch 78/145: 500 rows upserted (累計 39,000 / 72,490, 11.8秒)
2026-03-04 15:36:49,309 INFO [sync_financials]   batch 79/145: 500 rows upserted (累計 39,500 / 72,490, 12.0秒)
2026-03-04 15:36:49,461 INFO [sync_financials]   batch 80/145: 500 rows upserted (累計 40,000 / 72,490, 12.1秒)
2026-03-04 15:36:49,616 INFO [sync_financials]   batch 81/145: 500 rows upserted (累計 40,500 / 72,490, 12.3秒)
2026-03-04 15:36:49,755 INFO [sync_financials]   batch 82/145: 500 rows upserted (累計 41,000 / 72,490, 12.4秒)
2026-03-04 15:36:49,893 INFO [sync_financials]   batch 83/145: 500 rows upserted (累計 41,500 / 72,490, 12.6秒)
2026-03-04 15:36:50,040 INFO [sync_financials]   batch 84/145: 500 rows upserted (累計 42,000 / 72,490, 12.7秒)
2026-03-04 15:36:50,177 INFO [sync_financials]   batch 85/145: 500 rows upserted (累計 42,500 / 72,490, 12.8秒)
2026-03-04 15:36:50,298 INFO [sync_financials]   batch 86/145: 500 rows upserted (累計 43,000 / 72,490, 13.0秒)
2026-03-04 15:36:50,433 INFO [sync_financials]   batch 87/145: 500 rows upserted (累計 43,500 / 72,490, 13.1秒)
2026-03-04 15:36:50,564 INFO [sync_financials]   batch 88/145: 500 rows upserted (累計 44,000 / 72,490, 13.2秒)
2026-03-04 15:36:50,687 INFO [sync_financials]   batch 89/145: 500 rows upserted (累計 44,500 / 72,490, 13.4秒)
2026-03-04 15:36:50,822 INFO [sync_financials]   batch 90/145: 500 rows upserted (累計 45,000 / 72,490, 13.5秒)
2026-03-04 15:36:50,985 INFO [sync_financials]   batch 91/145: 500 rows upserted (累計 45,500 / 72,490, 13.6秒)
2026-03-04 15:36:51,116 INFO [sync_financials]   batch 92/145: 500 rows upserted (累計 46,000 / 72,490, 13.8秒)
2026-03-04 15:36:51,262 INFO [sync_financials]   batch 93/145: 500 rows upserted (累計 46,500 / 72,490, 13.9秒)
2026-03-04 15:36:51,403 INFO [sync_financials]   batch 94/145: 500 rows upserted (累計 47,000 / 72,490, 14.1秒)
2026-03-04 15:36:51,532 INFO [sync_financials]   batch 95/145: 500 rows upserted (累計 47,500 / 72,490, 14.2秒)
2026-03-04 15:36:51,671 INFO [sync_financials]   batch 96/145: 500 rows upserted (累計 48,000 / 72,490, 14.3秒)
2026-03-04 15:36:51,804 INFO [sync_financials]   batch 97/145: 500 rows upserted (累計 48,500 / 72,490, 14.5秒)
2026-03-04 15:36:51,950 INFO [sync_financials]   batch 98/145: 500 rows upserted (累計 49,000 / 72,490, 14.6秒)
2026-03-04 15:36:52,089 INFO [sync_financials]   batch 99/145: 500 rows upserted (累計 49,500 / 72,490, 14.8秒)
2026-03-04 15:36:52,225 INFO [sync_financials]   batch 100/145: 500 rows upserted (累計 50,000 / 72,490, 14.9秒)
2026-03-04 15:36:52,369 INFO [sync_financials]   batch 101/145: 500 rows upserted (累計 50,500 / 72,490, 15.0秒)
2026-03-04 15:36:52,503 INFO [sync_financials]   batch 102/145: 500 rows upserted (累計 51,000 / 72,490, 15.2秒)
2026-03-04 15:36:52,635 INFO [sync_financials]   batch 103/145: 500 rows upserted (累計 51,500 / 72,490, 15.3秒)
2026-03-04 15:36:52,768 INFO [sync_financials]   batch 104/145: 500 rows upserted (累計 52,000 / 72,490, 15.4秒)
2026-03-04 15:36:52,917 INFO [sync_financials]   batch 105/145: 500 rows upserted (累計 52,500 / 72,490, 15.6秒)
2026-03-04 15:36:53,058 INFO [sync_financials]   batch 106/145: 500 rows upserted (累計 53,000 / 72,490, 15.7秒)
2026-03-04 15:36:53,193 INFO [sync_financials]   batch 107/145: 500 rows upserted (累計 53,500 / 72,490, 15.9秒)
2026-03-04 15:36:53,330 INFO [sync_financials]   batch 108/145: 500 rows upserted (累計 54,000 / 72,490, 16.0秒)
2026-03-04 15:36:53,465 INFO [sync_financials]   batch 109/145: 500 rows upserted (累計 54,500 / 72,490, 16.1秒)
2026-03-04 15:36:53,601 INFO [sync_financials]   batch 110/145: 500 rows upserted (累計 55,000 / 72,490, 16.3秒)
2026-03-04 15:36:53,739 INFO [sync_financials]   batch 111/145: 500 rows upserted (累計 55,500 / 72,490, 16.4秒)
2026-03-04 15:36:53,888 INFO [sync_financials]   batch 112/145: 500 rows upserted (累計 56,000 / 72,490, 16.6秒)
2026-03-04 15:36:54,022 INFO [sync_financials]   batch 113/145: 500 rows upserted (累計 56,500 / 72,490, 16.7秒)
2026-03-04 15:36:54,177 INFO [sync_financials]   batch 114/145: 500 rows upserted (累計 57,000 / 72,490, 16.8秒)
2026-03-04 15:36:54,304 INFO [sync_financials]   batch 115/145: 500 rows upserted (累計 57,500 / 72,490, 17.0秒)
2026-03-04 15:36:54,455 INFO [sync_financials]   batch 116/145: 500 rows upserted (累計 58,000 / 72,490, 17.1秒)
2026-03-04 15:36:54,609 INFO [sync_financials]   batch 117/145: 500 rows upserted (累計 58,500 / 72,490, 17.3秒)
2026-03-04 15:36:54,733 INFO [sync_financials]   batch 118/145: 500 rows upserted (累計 59,000 / 72,490, 17.4秒)
2026-03-04 15:36:54,864 INFO [sync_financials]   batch 119/145: 500 rows upserted (累計 59,500 / 72,490, 17.5秒)
2026-03-04 15:36:55,022 INFO [sync_financials]   batch 120/145: 500 rows upserted (累計 60,000 / 72,490, 17.7秒)
2026-03-04 15:36:55,170 INFO [sync_financials]   batch 121/145: 500 rows upserted (累計 60,500 / 72,490, 17.8秒)
2026-03-04 15:36:55,298 INFO [sync_financials]   batch 122/145: 500 rows upserted (累計 61,000 / 72,490, 18.0秒)
2026-03-04 15:36:55,443 INFO [sync_financials]   batch 123/145: 500 rows upserted (累計 61,500 / 72,490, 18.1秒)
2026-03-04 15:36:55,590 INFO [sync_financials]   batch 124/145: 500 rows upserted (累計 62,000 / 72,490, 18.3秒)
2026-03-04 15:36:55,717 INFO [sync_financials]   batch 125/145: 500 rows upserted (累計 62,500 / 72,490, 18.4秒)
2026-03-04 15:36:55,837 INFO [sync_financials]   batch 126/145: 500 rows upserted (累計 63,000 / 72,490, 18.5秒)
2026-03-04 15:36:55,990 INFO [sync_financials]   batch 127/145: 500 rows upserted (累計 63,500 / 72,490, 18.7秒)
2026-03-04 15:36:56,120 INFO [sync_financials]   batch 128/145: 500 rows upserted (累計 64,000 / 72,490, 18.8秒)
2026-03-04 15:36:56,260 INFO [sync_financials]   batch 129/145: 500 rows upserted (累計 64,500 / 72,490, 18.9秒)
2026-03-04 15:36:57,421 INFO [sync_financials]   batch 130/145: 500 rows upserted (累計 65,000 / 72,490, 20.1秒)
2026-03-04 15:36:57,550 INFO [sync_financials]   batch 131/145: 500 rows upserted (累計 65,500 / 72,490, 20.2秒)
2026-03-04 15:36:57,771 INFO [sync_financials]   batch 132/145: 500 rows upserted (累計 66,000 / 72,490, 20.4秒)
2026-03-04 15:36:57,904 INFO [sync_financials]   batch 133/145: 500 rows upserted (累計 66,500 / 72,490, 20.6秒)
2026-03-04 15:36:58,037 INFO [sync_financials]   batch 134/145: 500 rows upserted (累計 67,000 / 72,490, 20.7秒)
2026-03-04 15:36:58,171 INFO [sync_financials]   batch 135/145: 500 rows upserted (累計 67,500 / 72,490, 20.8秒)
2026-03-04 15:36:58,303 INFO [sync_financials]   batch 136/145: 500 rows upserted (累計 68,000 / 72,490, 21.0秒)
2026-03-04 15:36:58,456 INFO [sync_financials]   batch 137/145: 500 rows upserted (累計 68,500 / 72,490, 21.1秒)
2026-03-04 15:36:58,581 INFO [sync_financials]   batch 138/145: 500 rows upserted (累計 69,000 / 72,490, 21.2秒)
2026-03-04 15:36:58,715 INFO [sync_financials]   batch 139/145: 500 rows upserted (累計 69,500 / 72,490, 21.4秒)
2026-03-04 15:36:58,843 INFO [sync_financials]   batch 140/145: 500 rows upserted (累計 70,000 / 72,490, 21.5秒)
2026-03-04 15:36:58,988 INFO [sync_financials]   batch 141/145: 500 rows upserted (累計 70,500 / 72,490, 21.7秒)
2026-03-04 15:36:59,138 INFO [sync_financials]   batch 142/145: 500 rows upserted (累計 71,000 / 72,490, 21.8秒)
2026-03-04 15:36:59,278 INFO [sync_financials]   batch 143/145: 500 rows upserted (累計 71,500 / 72,490, 21.9秒)
2026-03-04 15:36:59,424 INFO [sync_financials]   batch 144/145: 500 rows upserted (累計 72,000 / 72,490, 22.1秒)
2026-03-04 15:36:59,564 INFO [sync_financials]   batch 145/145: 490 rows upserted (累計 72,490 / 72,490, 22.2秒)
2026-03-04 15:36:59,565 INFO [sync_financials] [VERIFY] Supabase 側の検証中...
2026-03-04 15:36:59,717 INFO [sync_financials] [VERIFY] public.financials: 72,490 rows
2026-03-04 15:36:59,717 INFO [sync_financials] 
============================================================
  SYNC 完了
  upserted: 72,490 / 72,490
  errors:   0
  elapsed:  22.2秒
============================================================
2026-03-04 15:36:59,724 INFO [sync_financials] === sync_financials END (log: C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_153636.log) ===
