2026-03-04 22:14:38,386 INFO [sync_financials] === sync_financials START ===
2026-03-04 22:14:38,387 INFO [sync_financials]   mode:       APPLY (本番反映)
2026-03-04 22:14:38,387 INFO [sync_financials]   scope:      RECENT 30日
2026-03-04 22:14:38,387 INFO [sync_financials]   sqlite:     C:\Users\takuy\OneDrive\tdnet-excel-input\data\jquants.db
2026-03-04 22:14:38,387 INFO [sync_financials]   table:      financials
2026-03-04 22:14:38,387 INFO [sync_financials]   limit:      無制限
2026-03-04 22:14:38,387 INFO [sync_financials]   batch-size: 500
2026-03-04 22:14:38,387 INFO [sync_financials]   log:        C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_221438.log
2026-03-04 22:14:38,394 INFO [sync_financials] [SQLite] 生データ: 87,157 rows / 3,820 codes
2026-03-04 22:14:38,394 INFO [sync_financials] [SQLite] 差分モード: fetched_at >= 2026-02-02 22:14:38 (直近30日)
2026-03-04 22:14:38,764 INFO [sync_financials] [SQLite] 重複排除後: 72,490 rows
2026-03-04 22:14:38,771 INFO [sync_financials] [SYNC] quarter 分布: {"1Q": 17819, "2Q": 17771, "3Q": 17832, "4Q": 13, "FY": 19055}
2026-03-04 22:14:38,771 INFO [sync_financials] [SYNC] 開始: 72,490 rows → financials (145 batches × 500)
2026-03-04 22:14:38,948 INFO [sync_financials]   batch 1/145: 500 rows upserted (累計 500 / 72,490, 0.2秒)
2026-03-04 22:14:40,843 INFO [sync_financials]   batch 14/145: 500 rows upserted (累計 7,000 / 72,490, 2.1秒)
2026-03-04 22:14:40,990 INFO [sync_financials]   batch 15/145: 500 rows upserted (累計 7,500 / 72,490, 2.2秒)
2026-03-04 22:14:41,248 INFO [sync_financials]   batch 16/145: 500 rows upserted (累計 8,000 / 72,490, 2.5秒)
2026-03-04 22:14:41,390 INFO [sync_financials]   batch 17/145: 500 rows upserted (累計 8,500 / 72,490, 2.6秒)
2026-03-04 22:14:41,538 INFO [sync_financials]   batch 18/145: 500 rows upserted (累計 9,000 / 72,490, 2.8秒)
2026-03-04 22:14:41,703 INFO [sync_financials]   batch 19/145: 500 rows upserted (累計 9,500 / 72,490, 2.9秒)
2026-03-04 22:14:41,848 INFO [sync_financials]   batch 20/145: 500 rows upserted (累計 10,000 / 72,490, 3.1秒)
2026-03-04 22:14:41,982 INFO [sync_financials]   batch 21/145: 500 rows upserted (累計 10,500 / 72,490, 3.2秒)
2026-03-04 22:14:42,115 INFO [sync_financials]   batch 22/145: 500 rows upserted (累計 11,000 / 72,490, 3.3秒)
2026-03-04 22:14:42,240 INFO [sync_financials]   batch 23/145: 500 rows upserted (累計 11,500 / 72,490, 3.5秒)
2026-03-04 22:14:42,380 INFO [sync_financials]   batch 24/145: 500 rows upserted (累計 12,000 / 72,490, 3.6秒)
2026-03-04 22:14:42,515 INFO [sync_financials]   batch 25/145: 500 rows upserted (累計 12,500 / 72,490, 3.7秒)
2026-03-04 22:14:42,662 INFO [sync_financials]   batch 26/145: 500 rows upserted (累計 13,000 / 72,490, 3.9秒)
2026-03-04 22:14:42,799 INFO [sync_financials]   batch 27/145: 500 rows upserted (累計 13,500 / 72,490, 4.0秒)
2026-03-04 22:14:42,942 INFO [sync_financials]   batch 28/145: 500 rows upserted (累計 14,000 / 72,490, 4.2秒)
2026-03-04 22:14:43,090 INFO [sync_financials]   batch 29/145: 500 rows upserted (累計 14,500 / 72,490, 4.3秒)
2026-03-04 22:14:43,221 INFO [sync_financials]   batch 30/145: 500 rows upserted (累計 15,000 / 72,490, 4.5秒)
2026-03-04 22:14:43,364 INFO [sync_financials]   batch 31/145: 500 rows upserted (累計 15,500 / 72,490, 4.6秒)
2026-03-04 22:14:43,519 INFO [sync_financials]   batch 32/145: 500 rows upserted (累計 16,000 / 72,490, 4.7秒)
2026-03-04 22:14:43,666 INFO [sync_financials]   batch 33/145: 500 rows upserted (累計 16,500 / 72,490, 4.9秒)
2026-03-04 22:14:43,817 INFO [sync_financials]   batch 34/145: 500 rows upserted (累計 17,000 / 72,490, 5.0秒)
2026-03-04 22:14:43,986 INFO [sync_financials]   batch 35/145: 500 rows upserted (累計 17,500 / 72,490, 5.2秒)
2026-03-04 22:14:44,129 INFO [sync_financials]   batch 36/145: 500 rows upserted (累計 18,000 / 72,490, 5.4秒)
2026-03-04 22:14:44,265 INFO [sync_financials]   batch 37/145: 500 rows upserted (累計 18,500 / 72,490, 5.5秒)
2026-03-04 22:14:44,435 INFO [sync_financials]   batch 38/145: 500 rows upserted (累計 19,000 / 72,490, 5.7秒)
2026-03-04 22:14:44,562 INFO [sync_financials]   batch 39/145: 500 rows upserted (累計 19,500 / 72,490, 5.8秒)
2026-03-04 22:14:44,701 INFO [sync_financials]   batch 40/145: 500 rows upserted (累計 20,000 / 72,490, 5.9秒)
2026-03-04 22:14:44,856 INFO [sync_financials]   batch 41/145: 500 rows upserted (累計 20,500 / 72,490, 6.1秒)
2026-03-04 22:14:45,002 INFO [sync_financials]   batch 42/145: 500 rows upserted (累計 21,000 / 72,490, 6.2秒)
2026-03-04 22:14:45,155 INFO [sync_financials]   batch 43/145: 500 rows upserted (累計 21,500 / 72,490, 6.4秒)
2026-03-04 22:14:45,292 INFO [sync_financials]   batch 44/145: 500 rows upserted (累計 22,000 / 72,490, 6.5秒)
2026-03-04 22:14:45,440 INFO [sync_financials]   batch 45/145: 500 rows upserted (累計 22,500 / 72,490, 6.7秒)
2026-03-04 22:14:45,578 INFO [sync_financials]   batch 46/145: 500 rows upserted (累計 23,000 / 72,490, 6.8秒)
2026-03-04 22:14:45,736 INFO [sync_financials]   batch 47/145: 500 rows upserted (累計 23,500 / 72,490, 7.0秒)
2026-03-04 22:14:45,877 INFO [sync_financials]   batch 48/145: 500 rows upserted (累計 24,000 / 72,490, 7.1秒)
2026-03-04 22:14:46,014 INFO [sync_financials]   batch 49/145: 500 rows upserted (累計 24,500 / 72,490, 7.2秒)
2026-03-04 22:14:46,164 INFO [sync_financials]   batch 50/145: 500 rows upserted (累計 25,000 / 72,490, 7.4秒)
2026-03-04 22:14:46,315 INFO [sync_financials]   batch 51/145: 500 rows upserted (累計 25,500 / 72,490, 7.5秒)
2026-03-04 22:14:46,478 INFO [sync_financials]   batch 52/145: 500 rows upserted (累計 26,000 / 72,490, 7.7秒)
2026-03-04 22:14:46,624 INFO [sync_financials]   batch 53/145: 500 rows upserted (累計 26,500 / 72,490, 7.9秒)
2026-03-04 22:14:46,781 INFO [sync_financials]   batch 54/145: 500 rows upserted (累計 27,000 / 72,490, 8.0秒)
2026-03-04 22:14:46,911 INFO [sync_financials]   batch 55/145: 500 rows upserted (累計 27,500 / 72,490, 8.1秒)
2026-03-04 22:14:47,046 INFO [sync_financials]   batch 56/145: 500 rows upserted (累計 28,000 / 72,490, 8.3秒)
2026-03-04 22:14:47,206 INFO [sync_financials]   batch 57/145: 500 rows upserted (累計 28,500 / 72,490, 8.4秒)
2026-03-04 22:14:47,354 INFO [sync_financials]   batch 58/145: 500 rows upserted (累計 29,000 / 72,490, 8.6秒)
2026-03-04 22:14:47,492 INFO [sync_financials]   batch 59/145: 500 rows upserted (累計 29,500 / 72,490, 8.7秒)
2026-03-04 22:14:47,624 INFO [sync_financials]   batch 60/145: 500 rows upserted (累計 30,000 / 72,490, 8.9秒)
2026-03-04 22:14:47,797 INFO [sync_financials]   batch 61/145: 500 rows upserted (累計 30,500 / 72,490, 9.0秒)
2026-03-04 22:14:47,942 INFO [sync_financials]   batch 62/145: 500 rows upserted (累計 31,000 / 72,490, 9.2秒)
2026-03-04 22:14:48,081 INFO [sync_financials]   batch 63/145: 500 rows upserted (累計 31,500 / 72,490, 9.3秒)
2026-03-04 22:14:48,242 INFO [sync_financials]   batch 64/145: 500 rows upserted (累計 32,000 / 72,490, 9.5秒)
2026-03-04 22:14:48,373 INFO [sync_financials]   batch 65/145: 500 rows upserted (累計 32,500 / 72,490, 9.6秒)
2026-03-04 22:14:48,504 INFO [sync_financials]   batch 66/145: 500 rows upserted (累計 33,000 / 72,490, 9.7秒)
2026-03-04 22:14:48,638 INFO [sync_financials]   batch 67/145: 500 rows upserted (累計 33,500 / 72,490, 9.9秒)
2026-03-04 22:14:48,801 INFO [sync_financials]   batch 68/145: 500 rows upserted (累計 34,000 / 72,490, 10.0秒)
2026-03-04 22:14:48,955 INFO [sync_financials]   batch 69/145: 500 rows upserted (累計 34,500 / 72,490, 10.2秒)
2026-03-04 22:14:49,132 INFO [sync_financials]   batch 70/145: 500 rows upserted (累計 35,000 / 72,490, 10.4秒)
2026-03-04 22:14:49,265 INFO [sync_financials]   batch 71/145: 500 rows upserted (累計 35,500 / 72,490, 10.5秒)
2026-03-04 22:14:49,394 INFO [sync_financials]   batch 72/145: 500 rows upserted (累計 36,000 / 72,490, 10.6秒)
2026-03-04 22:14:49,532 INFO [sync_financials]   batch 73/145: 500 rows upserted (累計 36,500 / 72,490, 10.8秒)
2026-03-04 22:14:49,692 INFO [sync_financials]   batch 74/145: 500 rows upserted (累計 37,000 / 72,490, 10.9秒)
2026-03-04 22:14:49,841 INFO [sync_financials]   batch 75/145: 500 rows upserted (累計 37,500 / 72,490, 11.1秒)
2026-03-04 22:14:50,009 INFO [sync_financials]   batch 76/145: 500 rows upserted (累計 38,000 / 72,490, 11.2秒)
2026-03-04 22:14:50,161 INFO [sync_financials]   batch 77/145: 500 rows upserted (累計 38,500 / 72,490, 11.4秒)
2026-03-04 22:14:50,294 INFO [sync_financials]   batch 78/145: 500 rows upserted (累計 39,000 / 72,490, 11.5秒)
2026-03-04 22:14:50,461 INFO [sync_financials]   batch 79/145: 500 rows upserted (累計 39,500 / 72,490, 11.7秒)
2026-03-04 22:14:50,598 INFO [sync_financials]   batch 80/145: 500 rows upserted (累計 40,000 / 72,490, 11.8秒)
2026-03-04 22:14:50,757 INFO [sync_financials]   batch 81/145: 500 rows upserted (累計 40,500 / 72,490, 12.0秒)
2026-03-04 22:14:50,897 INFO [sync_financials]   batch 82/145: 500 rows upserted (累計 41,000 / 72,490, 12.1秒)
2026-03-04 22:14:51,047 INFO [sync_financials]   batch 83/145: 500 rows upserted (累計 41,500 / 72,490, 12.3秒)
2026-03-04 22:14:51,178 INFO [sync_financials]   batch 84/145: 500 rows upserted (累計 42,000 / 72,490, 12.4秒)
2026-03-04 22:14:51,324 INFO [sync_financials]   batch 85/145: 500 rows upserted (累計 42,500 / 72,490, 12.6秒)
2026-03-04 22:14:51,453 INFO [sync_financials]   batch 86/145: 500 rows upserted (累計 43,000 / 72,490, 12.7秒)
2026-03-04 22:14:51,589 INFO [sync_financials]   batch 87/145: 500 rows upserted (累計 43,500 / 72,490, 12.8秒)
2026-03-04 22:14:51,733 INFO [sync_financials]   batch 88/145: 500 rows upserted (累計 44,000 / 72,490, 13.0秒)
2026-03-04 22:14:51,864 INFO [sync_financials]   batch 89/145: 500 rows upserted (累計 44,500 / 72,490, 13.1秒)
2026-03-04 22:14:52,005 INFO [sync_financials]   batch 90/145: 500 rows upserted (累計 45,000 / 72,490, 13.2秒)
2026-03-04 22:14:52,150 INFO [sync_financials]   batch 91/145: 500 rows upserted (累計 45,500 / 72,490, 13.4秒)
2026-03-04 22:14:52,294 INFO [sync_financials]   batch 92/145: 500 rows upserted (累計 46,000 / 72,490, 13.5秒)
2026-03-04 22:14:52,421 INFO [sync_financials]   batch 93/145: 500 rows upserted (累計 46,500 / 72,490, 13.7秒)
2026-03-04 22:14:52,564 INFO [sync_financials]   batch 94/145: 500 rows upserted (累計 47,000 / 72,490, 13.8秒)
2026-03-04 22:14:52,698 INFO [sync_financials]   batch 95/145: 500 rows upserted (累計 47,500 / 72,490, 13.9秒)
2026-03-04 22:14:52,834 INFO [sync_financials]   batch 96/145: 500 rows upserted (累計 48,000 / 72,490, 14.1秒)
2026-03-04 22:14:52,971 INFO [sync_financials]   batch 97/145: 500 rows upserted (累計 48,500 / 72,490, 14.2秒)
2026-03-04 22:14:53,104 INFO [sync_financials]   batch 98/145: 500 rows upserted (累計 49,000 / 72,490, 14.3秒)
2026-03-04 22:14:53,256 INFO [sync_financials]   batch 99/145: 500 rows upserted (累計 49,500 / 72,490, 14.5秒)
2026-03-04 22:14:53,428 INFO [sync_financials]   batch 100/145: 500 rows upserted (累計 50,000 / 72,490, 14.7秒)
2026-03-04 22:14:53,592 INFO [sync_financials]   batch 101/145: 500 rows upserted (累計 50,500 / 72,490, 14.8秒)
2026-03-04 22:14:53,737 INFO [sync_financials]   batch 102/145: 500 rows upserted (累計 51,000 / 72,490, 15.0秒)
2026-03-04 22:14:53,892 INFO [sync_financials]   batch 103/145: 500 rows upserted (累計 51,500 / 72,490, 15.1秒)
2026-03-04 22:14:54,037 INFO [sync_financials]   batch 104/145: 500 rows upserted (累計 52,000 / 72,490, 15.3秒)
2026-03-04 22:14:54,172 INFO [sync_financials]   batch 105/145: 500 rows upserted (累計 52,500 / 72,490, 15.4秒)
2026-03-04 22:14:54,301 INFO [sync_financials]   batch 106/145: 500 rows upserted (累計 53,000 / 72,490, 15.5秒)
2026-03-04 22:14:54,429 INFO [sync_financials]   batch 107/145: 500 rows upserted (累計 53,500 / 72,490, 15.7秒)
2026-03-04 22:14:54,638 INFO [sync_financials]   batch 108/145: 500 rows upserted (累計 54,000 / 72,490, 15.9秒)
2026-03-04 22:14:54,794 INFO [sync_financials]   batch 109/145: 500 rows upserted (累計 54,500 / 72,490, 16.0秒)
2026-03-04 22:14:54,949 INFO [sync_financials]   batch 110/145: 500 rows upserted (累計 55,000 / 72,490, 16.2秒)
2026-03-04 22:14:55,108 INFO [sync_financials]   batch 111/145: 500 rows upserted (累計 55,500 / 72,490, 16.3秒)
2026-03-04 22:14:55,289 INFO [sync_financials]   batch 112/145: 500 rows upserted (累計 56,000 / 72,490, 16.5秒)
2026-03-04 22:14:55,428 INFO [sync_financials]   batch 113/145: 500 rows upserted (累計 56,500 / 72,490, 16.7秒)
2026-03-04 22:14:55,614 INFO [sync_financials]   batch 114/145: 500 rows upserted (累計 57,000 / 72,490, 16.8秒)
2026-03-04 22:14:55,765 INFO [sync_financials]   batch 115/145: 500 rows upserted (累計 57,500 / 72,490, 17.0秒)
2026-03-04 22:14:55,912 INFO [sync_financials]   batch 116/145: 500 rows upserted (累計 58,000 / 72,490, 17.1秒)
2026-03-04 22:14:56,048 INFO [sync_financials]   batch 117/145: 500 rows upserted (累計 58,500 / 72,490, 17.3秒)
2026-03-04 22:14:56,199 INFO [sync_financials]   batch 118/145: 500 rows upserted (累計 59,000 / 72,490, 17.4秒)
2026-03-04 22:14:56,354 INFO [sync_financials]   batch 119/145: 500 rows upserted (累計 59,500 / 72,490, 17.6秒)
2026-03-04 22:14:56,488 INFO [sync_financials]   batch 120/145: 500 rows upserted (累計 60,000 / 72,490, 17.7秒)
2026-03-04 22:14:56,627 INFO [sync_financials]   batch 121/145: 500 rows upserted (累計 60,500 / 72,490, 17.9秒)
2026-03-04 22:14:56,778 INFO [sync_financials]   batch 122/145: 500 rows upserted (累計 61,000 / 72,490, 18.0秒)
2026-03-04 22:14:56,912 INFO [sync_financials]   batch 123/145: 500 rows upserted (累計 61,500 / 72,490, 18.1秒)
2026-03-04 22:14:57,039 INFO [sync_financials]   batch 124/145: 500 rows upserted (累計 62,000 / 72,490, 18.3秒)
2026-03-04 22:14:57,171 INFO [sync_financials]   batch 125/145: 500 rows upserted (累計 62,500 / 72,490, 18.4秒)
2026-03-04 22:14:57,317 INFO [sync_financials]   batch 126/145: 500 rows upserted (累計 63,000 / 72,490, 18.5秒)
2026-03-04 22:14:57,442 INFO [sync_financials]   batch 127/145: 500 rows upserted (累計 63,500 / 72,490, 18.7秒)
2026-03-04 22:14:57,577 INFO [sync_financials]   batch 128/145: 500 rows upserted (累計 64,000 / 72,490, 18.8秒)
2026-03-04 22:14:57,722 INFO [sync_financials]   batch 129/145: 500 rows upserted (累計 64,500 / 72,490, 19.0秒)
2026-03-04 22:14:57,862 INFO [sync_financials]   batch 130/145: 500 rows upserted (累計 65,000 / 72,490, 19.1秒)
2026-03-04 22:14:57,992 INFO [sync_financials]   batch 131/145: 500 rows upserted (累計 65,500 / 72,490, 19.2秒)
2026-03-04 22:14:58,136 INFO [sync_financials]   batch 132/145: 500 rows upserted (累計 66,000 / 72,490, 19.4秒)
2026-03-04 22:14:58,608 INFO [sync_financials]   batch 133/145: 500 rows upserted (累計 66,500 / 72,490, 19.8秒)
2026-03-04 22:14:58,774 INFO [sync_financials]   batch 134/145: 500 rows upserted (累計 67,000 / 72,490, 20.0秒)
2026-03-04 22:14:58,929 INFO [sync_financials]   batch 135/145: 500 rows upserted (累計 67,500 / 72,490, 20.2秒)
2026-03-04 22:14:59,064 INFO [sync_financials]   batch 136/145: 500 rows upserted (累計 68,000 / 72,490, 20.3秒)
2026-03-04 22:14:59,207 INFO [sync_financials]   batch 137/145: 500 rows upserted (累計 68,500 / 72,490, 20.4秒)
2026-03-04 22:14:59,348 INFO [sync_financials]   batch 138/145: 500 rows upserted (累計 69,000 / 72,490, 20.6秒)
2026-03-04 22:14:59,497 INFO [sync_financials]   batch 139/145: 500 rows upserted (累計 69,500 / 72,490, 20.7秒)
2026-03-04 22:14:59,650 INFO [sync_financials]   batch 140/145: 500 rows upserted (累計 70,000 / 72,490, 20.9秒)
2026-03-04 22:14:59,804 INFO [sync_financials]   batch 141/145: 500 rows upserted (累計 70,500 / 72,490, 21.0秒)
2026-03-04 22:14:59,961 INFO [sync_financials]   batch 142/145: 500 rows upserted (累計 71,000 / 72,490, 21.2秒)
2026-03-04 22:15:00,102 INFO [sync_financials]   batch 143/145: 500 rows upserted (累計 71,500 / 72,490, 21.3秒)
2026-03-04 22:15:00,268 INFO [sync_financials]   batch 144/145: 500 rows upserted (累計 72,000 / 72,490, 21.5秒)
2026-03-04 22:15:00,422 INFO [sync_financials]   batch 145/145: 490 rows upserted (累計 72,490 / 72,490, 21.7秒)
2026-03-04 22:15:00,422 INFO [sync_financials] [VERIFY] Supabase 側の検証中...
2026-03-04 22:15:00,606 INFO [sync_financials] [VERIFY] public.financials: 72,490 rows
2026-03-04 22:15:00,606 INFO [sync_financials] 
============================================================
  SYNC 完了
  upserted: 72,490 / 72,490
  errors:   0
  elapsed:  21.7秒
============================================================
2026-03-04 22:15:00,615 INFO [sync_financials] === sync_financials END (log: C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_221438.log) ===
