2026-03-04 08:48:51,249 INFO [sync_financials] === sync_financials START ===
2026-03-04 08:48:51,250 INFO [sync_financials]   mode:       APPLY (本番反映)
2026-03-04 08:48:51,250 INFO [sync_financials]   scope:      RECENT 30日
2026-03-04 08:48:51,250 INFO [sync_financials]   sqlite:     C:\Users\takuy\OneDrive\tdnet-excel-input\data\jquants.db
2026-03-04 08:48:51,250 INFO [sync_financials]   table:      financials
2026-03-04 08:48:51,250 INFO [sync_financials]   limit:      無制限
2026-03-04 08:48:51,250 INFO [sync_financials]   batch-size: 500
2026-03-04 08:48:51,250 INFO [sync_financials]   log:        C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_084851.log
2026-03-04 08:48:51,258 INFO [sync_financials] [SQLite] 生データ: 87,157 rows / 3,820 codes
2026-03-04 08:48:51,258 INFO [sync_financials] [SQLite] 差分モード: fetched_at >= 2026-02-02 08:48:51 (直近30日)
2026-03-04 08:48:51,624 INFO [sync_financials] [SQLite] 重複排除後: 72,490 rows
2026-03-04 08:48:51,631 INFO [sync_financials] [SYNC] quarter 分布: {"1Q": 17819, "2Q": 17771, "3Q": 17832, "4Q": 13, "FY": 19055}
2026-03-04 08:48:51,631 INFO [sync_financials] [SYNC] 開始: 72,490 rows → financials (145 batches × 500)
2026-03-04 08:48:51,884 INFO [sync_financials]   batch 1/145: 500 rows upserted (累計 500 / 72,490, 0.3秒)
2026-03-04 08:48:54,121 INFO [sync_financials]   batch 15/145: 500 rows upserted (累計 7,500 / 72,490, 2.5秒)
2026-03-04 08:48:54,260 INFO [sync_financials]   batch 16/145: 500 rows upserted (累計 8,000 / 72,490, 2.6秒)
2026-03-04 08:48:54,394 INFO [sync_financials]   batch 17/145: 500 rows upserted (累計 8,500 / 72,490, 2.8秒)
2026-03-04 08:48:54,531 INFO [sync_financials]   batch 18/145: 500 rows upserted (累計 9,000 / 72,490, 2.9秒)
2026-03-04 08:48:54,672 INFO [sync_financials]   batch 19/145: 500 rows upserted (累計 9,500 / 72,490, 3.0秒)
2026-03-04 08:48:54,812 INFO [sync_financials]   batch 20/145: 500 rows upserted (累計 10,000 / 72,490, 3.2秒)
2026-03-04 08:48:54,946 INFO [sync_financials]   batch 21/145: 500 rows upserted (累計 10,500 / 72,490, 3.3秒)
2026-03-04 08:48:55,079 INFO [sync_financials]   batch 22/145: 500 rows upserted (累計 11,000 / 72,490, 3.4秒)
2026-03-04 08:48:55,217 INFO [sync_financials]   batch 23/145: 500 rows upserted (累計 11,500 / 72,490, 3.6秒)
2026-03-04 08:48:55,364 INFO [sync_financials]   batch 24/145: 500 rows upserted (累計 12,000 / 72,490, 3.7秒)
2026-03-04 08:48:55,503 INFO [sync_financials]   batch 25/145: 500 rows upserted (累計 12,500 / 72,490, 3.9秒)
2026-03-04 08:48:55,639 INFO [sync_financials]   batch 26/145: 500 rows upserted (累計 13,000 / 72,490, 4.0秒)
2026-03-04 08:48:55,803 INFO [sync_financials]   batch 27/145: 500 rows upserted (累計 13,500 / 72,490, 4.2秒)
2026-03-04 08:48:55,938 INFO [sync_financials]   batch 28/145: 500 rows upserted (累計 14,000 / 72,490, 4.3秒)
2026-03-04 08:48:56,068 INFO [sync_financials]   batch 29/145: 500 rows upserted (累計 14,500 / 72,490, 4.4秒)
2026-03-04 08:48:56,226 INFO [sync_financials]   batch 30/145: 500 rows upserted (累計 15,000 / 72,490, 4.6秒)
2026-03-04 08:48:56,385 INFO [sync_financials]   batch 31/145: 500 rows upserted (累計 15,500 / 72,490, 4.8秒)
2026-03-04 08:48:56,521 INFO [sync_financials]   batch 32/145: 500 rows upserted (累計 16,000 / 72,490, 4.9秒)
2026-03-04 08:48:56,672 INFO [sync_financials]   batch 33/145: 500 rows upserted (累計 16,500 / 72,490, 5.0秒)
2026-03-04 08:48:56,825 INFO [sync_financials]   batch 34/145: 500 rows upserted (累計 17,000 / 72,490, 5.2秒)
2026-03-04 08:48:56,965 INFO [sync_financials]   batch 35/145: 500 rows upserted (累計 17,500 / 72,490, 5.3秒)
2026-03-04 08:48:57,102 INFO [sync_financials]   batch 36/145: 500 rows upserted (累計 18,000 / 72,490, 5.5秒)
2026-03-04 08:48:57,295 INFO [sync_financials]   batch 37/145: 500 rows upserted (累計 18,500 / 72,490, 5.7秒)
2026-03-04 08:48:57,475 INFO [sync_financials]   batch 38/145: 500 rows upserted (累計 19,000 / 72,490, 5.8秒)
2026-03-04 08:48:57,614 INFO [sync_financials]   batch 39/145: 500 rows upserted (累計 19,500 / 72,490, 6.0秒)
2026-03-04 08:48:57,751 INFO [sync_financials]   batch 40/145: 500 rows upserted (累計 20,000 / 72,490, 6.1秒)
2026-03-04 08:48:57,887 INFO [sync_financials]   batch 41/145: 500 rows upserted (累計 20,500 / 72,490, 6.3秒)
2026-03-04 08:48:58,046 INFO [sync_financials]   batch 42/145: 500 rows upserted (累計 21,000 / 72,490, 6.4秒)
2026-03-04 08:48:58,184 INFO [sync_financials]   batch 43/145: 500 rows upserted (累計 21,500 / 72,490, 6.6秒)
2026-03-04 08:48:58,325 INFO [sync_financials]   batch 44/145: 500 rows upserted (累計 22,000 / 72,490, 6.7秒)
2026-03-04 08:48:58,489 INFO [sync_financials]   batch 45/145: 500 rows upserted (累計 22,500 / 72,490, 6.9秒)
2026-03-04 08:48:58,644 INFO [sync_financials]   batch 46/145: 500 rows upserted (累計 23,000 / 72,490, 7.0秒)
2026-03-04 08:48:58,801 INFO [sync_financials]   batch 47/145: 500 rows upserted (累計 23,500 / 72,490, 7.2秒)
2026-03-04 08:48:58,942 INFO [sync_financials]   batch 48/145: 500 rows upserted (累計 24,000 / 72,490, 7.3秒)
2026-03-04 08:48:59,094 INFO [sync_financials]   batch 49/145: 500 rows upserted (累計 24,500 / 72,490, 7.5秒)
2026-03-04 08:48:59,237 INFO [sync_financials]   batch 50/145: 500 rows upserted (累計 25,000 / 72,490, 7.6秒)
2026-03-04 08:48:59,392 INFO [sync_financials]   batch 51/145: 500 rows upserted (累計 25,500 / 72,490, 7.8秒)
2026-03-04 08:48:59,542 INFO [sync_financials]   batch 52/145: 500 rows upserted (累計 26,000 / 72,490, 7.9秒)
2026-03-04 08:48:59,694 INFO [sync_financials]   batch 53/145: 500 rows upserted (累計 26,500 / 72,490, 8.1秒)
2026-03-04 08:48:59,833 INFO [sync_financials]   batch 54/145: 500 rows upserted (累計 27,000 / 72,490, 8.2秒)
2026-03-04 08:48:59,979 INFO [sync_financials]   batch 55/145: 500 rows upserted (累計 27,500 / 72,490, 8.3秒)
2026-03-04 08:49:00,118 INFO [sync_financials]   batch 56/145: 500 rows upserted (累計 28,000 / 72,490, 8.5秒)
2026-03-04 08:49:00,256 INFO [sync_financials]   batch 57/145: 500 rows upserted (累計 28,500 / 72,490, 8.6秒)
2026-03-04 08:49:00,399 INFO [sync_financials]   batch 58/145: 500 rows upserted (累計 29,000 / 72,490, 8.8秒)
2026-03-04 08:49:00,578 INFO [sync_financials]   batch 59/145: 500 rows upserted (累計 29,500 / 72,490, 8.9秒)
2026-03-04 08:49:00,725 INFO [sync_financials]   batch 60/145: 500 rows upserted (累計 30,000 / 72,490, 9.1秒)
2026-03-04 08:49:00,867 INFO [sync_financials]   batch 61/145: 500 rows upserted (累計 30,500 / 72,490, 9.2秒)
2026-03-04 08:49:01,014 INFO [sync_financials]   batch 62/145: 500 rows upserted (累計 31,000 / 72,490, 9.4秒)
2026-03-04 08:49:01,155 INFO [sync_financials]   batch 63/145: 500 rows upserted (累計 31,500 / 72,490, 9.5秒)
2026-03-04 08:49:01,328 INFO [sync_financials]   batch 64/145: 500 rows upserted (累計 32,000 / 72,490, 9.7秒)
2026-03-04 08:49:01,485 INFO [sync_financials]   batch 65/145: 500 rows upserted (累計 32,500 / 72,490, 9.9秒)
2026-03-04 08:49:01,618 INFO [sync_financials]   batch 66/145: 500 rows upserted (累計 33,000 / 72,490, 10.0秒)
2026-03-04 08:49:01,759 INFO [sync_financials]   batch 67/145: 500 rows upserted (累計 33,500 / 72,490, 10.1秒)
2026-03-04 08:49:01,900 INFO [sync_financials]   batch 68/145: 500 rows upserted (累計 34,000 / 72,490, 10.3秒)
2026-03-04 08:49:02,040 INFO [sync_financials]   batch 69/145: 500 rows upserted (累計 34,500 / 72,490, 10.4秒)
2026-03-04 08:49:02,186 INFO [sync_financials]   batch 70/145: 500 rows upserted (累計 35,000 / 72,490, 10.6秒)
2026-03-04 08:49:02,329 INFO [sync_financials]   batch 71/145: 500 rows upserted (累計 35,500 / 72,490, 10.7秒)
2026-03-04 08:49:02,511 INFO [sync_financials]   batch 72/145: 500 rows upserted (累計 36,000 / 72,490, 10.9秒)
2026-03-04 08:49:02,650 INFO [sync_financials]   batch 73/145: 500 rows upserted (累計 36,500 / 72,490, 11.0秒)
2026-03-04 08:49:02,782 INFO [sync_financials]   batch 74/145: 500 rows upserted (累計 37,000 / 72,490, 11.2秒)
2026-03-04 08:49:02,925 INFO [sync_financials]   batch 75/145: 500 rows upserted (累計 37,500 / 72,490, 11.3秒)
2026-03-04 08:49:03,064 INFO [sync_financials]   batch 76/145: 500 rows upserted (累計 38,000 / 72,490, 11.4秒)
2026-03-04 08:49:03,210 INFO [sync_financials]   batch 77/145: 500 rows upserted (累計 38,500 / 72,490, 11.6秒)
2026-03-04 08:49:03,348 INFO [sync_financials]   batch 78/145: 500 rows upserted (累計 39,000 / 72,490, 11.7秒)
2026-03-04 08:49:03,500 INFO [sync_financials]   batch 79/145: 500 rows upserted (累計 39,500 / 72,490, 11.9秒)
2026-03-04 08:49:03,661 INFO [sync_financials]   batch 80/145: 500 rows upserted (累計 40,000 / 72,490, 12.0秒)
2026-03-04 08:49:03,798 INFO [sync_financials]   batch 81/145: 500 rows upserted (累計 40,500 / 72,490, 12.2秒)
2026-03-04 08:49:03,940 INFO [sync_financials]   batch 82/145: 500 rows upserted (累計 41,000 / 72,490, 12.3秒)
2026-03-04 08:49:04,094 INFO [sync_financials]   batch 83/145: 500 rows upserted (累計 41,500 / 72,490, 12.5秒)
2026-03-04 08:49:04,250 INFO [sync_financials]   batch 84/145: 500 rows upserted (累計 42,000 / 72,490, 12.6秒)
2026-03-04 08:49:04,390 INFO [sync_financials]   batch 85/145: 500 rows upserted (累計 42,500 / 72,490, 12.8秒)
2026-03-04 08:49:05,042 INFO [sync_financials]   batch 86/145: 500 rows upserted (累計 43,000 / 72,490, 13.4秒)
2026-03-04 08:49:05,379 INFO [sync_financials]   batch 87/145: 500 rows upserted (累計 43,500 / 72,490, 13.7秒)
2026-03-04 08:49:05,592 INFO [sync_financials]   batch 88/145: 500 rows upserted (累計 44,000 / 72,490, 14.0秒)
2026-03-04 08:49:05,745 INFO [sync_financials]   batch 89/145: 500 rows upserted (累計 44,500 / 72,490, 14.1秒)
2026-03-04 08:49:05,882 INFO [sync_financials]   batch 90/145: 500 rows upserted (累計 45,000 / 72,490, 14.3秒)
2026-03-04 08:49:06,022 INFO [sync_financials]   batch 91/145: 500 rows upserted (累計 45,500 / 72,490, 14.4秒)
2026-03-04 08:49:06,166 INFO [sync_financials]   batch 92/145: 500 rows upserted (累計 46,000 / 72,490, 14.5秒)
2026-03-04 08:49:06,296 INFO [sync_financials]   batch 93/145: 500 rows upserted (累計 46,500 / 72,490, 14.7秒)
2026-03-04 08:49:06,443 INFO [sync_financials]   batch 94/145: 500 rows upserted (累計 47,000 / 72,490, 14.8秒)
2026-03-04 08:49:06,583 INFO [sync_financials]   batch 95/145: 500 rows upserted (累計 47,500 / 72,490, 15.0秒)
2026-03-04 08:49:06,741 INFO [sync_financials]   batch 96/145: 500 rows upserted (累計 48,000 / 72,490, 15.1秒)
2026-03-04 08:49:06,879 INFO [sync_financials]   batch 97/145: 500 rows upserted (累計 48,500 / 72,490, 15.2秒)
2026-03-04 08:49:07,018 INFO [sync_financials]   batch 98/145: 500 rows upserted (累計 49,000 / 72,490, 15.4秒)
2026-03-04 08:49:07,163 INFO [sync_financials]   batch 99/145: 500 rows upserted (累計 49,500 / 72,490, 15.5秒)
2026-03-04 08:49:07,314 INFO [sync_financials]   batch 100/145: 500 rows upserted (累計 50,000 / 72,490, 15.7秒)
2026-03-04 08:49:07,458 INFO [sync_financials]   batch 101/145: 500 rows upserted (累計 50,500 / 72,490, 15.8秒)
2026-03-04 08:49:07,605 INFO [sync_financials]   batch 102/145: 500 rows upserted (累計 51,000 / 72,490, 16.0秒)
2026-03-04 08:49:07,747 INFO [sync_financials]   batch 103/145: 500 rows upserted (累計 51,500 / 72,490, 16.1秒)
2026-03-04 08:49:07,894 INFO [sync_financials]   batch 104/145: 500 rows upserted (累計 52,000 / 72,490, 16.3秒)
2026-03-04 08:49:08,035 INFO [sync_financials]   batch 105/145: 500 rows upserted (累計 52,500 / 72,490, 16.4秒)
2026-03-04 08:49:08,183 INFO [sync_financials]   batch 106/145: 500 rows upserted (累計 53,000 / 72,490, 16.6秒)
2026-03-04 08:49:08,333 INFO [sync_financials]   batch 107/145: 500 rows upserted (累計 53,500 / 72,490, 16.7秒)
2026-03-04 08:49:08,485 INFO [sync_financials]   batch 108/145: 500 rows upserted (累計 54,000 / 72,490, 16.9秒)
2026-03-04 08:49:08,648 INFO [sync_financials]   batch 109/145: 500 rows upserted (累計 54,500 / 72,490, 17.0秒)
2026-03-04 08:49:08,795 INFO [sync_financials]   batch 110/145: 500 rows upserted (累計 55,000 / 72,490, 17.2秒)
2026-03-04 08:49:08,940 INFO [sync_financials]   batch 111/145: 500 rows upserted (累計 55,500 / 72,490, 17.3秒)
2026-03-04 08:49:09,078 INFO [sync_financials]   batch 112/145: 500 rows upserted (累計 56,000 / 72,490, 17.4秒)
2026-03-04 08:49:09,302 INFO [sync_financials]   batch 113/145: 500 rows upserted (累計 56,500 / 72,490, 17.7秒)
2026-03-04 08:49:09,438 INFO [sync_financials]   batch 114/145: 500 rows upserted (累計 57,000 / 72,490, 17.8秒)
2026-03-04 08:49:09,568 INFO [sync_financials]   batch 115/145: 500 rows upserted (累計 57,500 / 72,490, 17.9秒)
2026-03-04 08:49:09,706 INFO [sync_financials]   batch 116/145: 500 rows upserted (累計 58,000 / 72,490, 18.1秒)
2026-03-04 08:49:09,857 INFO [sync_financials]   batch 117/145: 500 rows upserted (累計 58,500 / 72,490, 18.2秒)
2026-03-04 08:49:09,987 INFO [sync_financials]   batch 118/145: 500 rows upserted (累計 59,000 / 72,490, 18.4秒)
2026-03-04 08:49:10,129 INFO [sync_financials]   batch 119/145: 500 rows upserted (累計 59,500 / 72,490, 18.5秒)
2026-03-04 08:49:10,255 INFO [sync_financials]   batch 120/145: 500 rows upserted (累計 60,000 / 72,490, 18.6秒)
2026-03-04 08:49:10,409 INFO [sync_financials]   batch 121/145: 500 rows upserted (累計 60,500 / 72,490, 18.8秒)
2026-03-04 08:49:10,556 INFO [sync_financials]   batch 122/145: 500 rows upserted (累計 61,000 / 72,490, 18.9秒)
2026-03-04 08:49:10,694 INFO [sync_financials]   batch 123/145: 500 rows upserted (累計 61,500 / 72,490, 19.1秒)
2026-03-04 08:49:10,819 INFO [sync_financials]   batch 124/145: 500 rows upserted (累計 62,000 / 72,490, 19.2秒)
2026-03-04 08:49:10,959 INFO [sync_financials]   batch 125/145: 500 rows upserted (累計 62,500 / 72,490, 19.3秒)
2026-03-04 08:49:11,087 INFO [sync_financials]   batch 126/145: 500 rows upserted (累計 63,000 / 72,490, 19.5秒)
2026-03-04 08:49:11,215 INFO [sync_financials]   batch 127/145: 500 rows upserted (累計 63,500 / 72,490, 19.6秒)
2026-03-04 08:49:11,363 INFO [sync_financials]   batch 128/145: 500 rows upserted (累計 64,000 / 72,490, 19.7秒)
2026-03-04 08:49:11,502 INFO [sync_financials]   batch 129/145: 500 rows upserted (累計 64,500 / 72,490, 19.9秒)
2026-03-04 08:49:11,648 INFO [sync_financials]   batch 130/145: 500 rows upserted (累計 65,000 / 72,490, 20.0秒)
2026-03-04 08:49:11,789 INFO [sync_financials]   batch 131/145: 500 rows upserted (累計 65,500 / 72,490, 20.2秒)
2026-03-04 08:49:11,929 INFO [sync_financials]   batch 132/145: 500 rows upserted (累計 66,000 / 72,490, 20.3秒)
2026-03-04 08:49:12,072 INFO [sync_financials]   batch 133/145: 500 rows upserted (累計 66,500 / 72,490, 20.4秒)
2026-03-04 08:49:12,215 INFO [sync_financials]   batch 134/145: 500 rows upserted (累計 67,000 / 72,490, 20.6秒)
2026-03-04 08:49:12,358 INFO [sync_financials]   batch 135/145: 500 rows upserted (累計 67,500 / 72,490, 20.7秒)
2026-03-04 08:49:12,509 INFO [sync_financials]   batch 136/145: 500 rows upserted (累計 68,000 / 72,490, 20.9秒)
2026-03-04 08:49:12,648 INFO [sync_financials]   batch 137/145: 500 rows upserted (累計 68,500 / 72,490, 21.0秒)
2026-03-04 08:49:12,779 INFO [sync_financials]   batch 138/145: 500 rows upserted (累計 69,000 / 72,490, 21.1秒)
2026-03-04 08:49:12,926 INFO [sync_financials]   batch 139/145: 500 rows upserted (累計 69,500 / 72,490, 21.3秒)
2026-03-04 08:49:13,057 INFO [sync_financials]   batch 140/145: 500 rows upserted (累計 70,000 / 72,490, 21.4秒)
2026-03-04 08:49:13,192 INFO [sync_financials]   batch 141/145: 500 rows upserted (累計 70,500 / 72,490, 21.6秒)
2026-03-04 08:49:13,331 INFO [sync_financials]   batch 142/145: 500 rows upserted (累計 71,000 / 72,490, 21.7秒)
2026-03-04 08:49:13,482 INFO [sync_financials]   batch 143/145: 500 rows upserted (累計 71,500 / 72,490, 21.9秒)
2026-03-04 08:49:13,614 INFO [sync_financials]   batch 144/145: 500 rows upserted (累計 72,000 / 72,490, 22.0秒)
2026-03-04 08:49:13,748 INFO [sync_financials]   batch 145/145: 490 rows upserted (累計 72,490 / 72,490, 22.1秒)
2026-03-04 08:49:13,749 INFO [sync_financials] [VERIFY] Supabase 側の検証中...
2026-03-04 08:49:13,878 INFO [sync_financials] [VERIFY] public.financials: 72,490 rows
2026-03-04 08:49:13,878 INFO [sync_financials] 
============================================================
  SYNC 完了
  upserted: 72,490 / 72,490
  errors:   0
  elapsed:  22.1秒
============================================================
2026-03-04 08:49:13,885 INFO [sync_financials] === sync_financials END (log: C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_084851.log) ===
