2026-03-04 14:13:29,076 INFO [sync_financials] === sync_financials START ===
2026-03-04 14:13:29,076 INFO [sync_financials]   mode:       APPLY (本番反映)
2026-03-04 14:13:29,077 INFO [sync_financials]   scope:      RECENT 30日
2026-03-04 14:13:29,077 INFO [sync_financials]   sqlite:     C:\Users\takuy\OneDrive\tdnet-excel-input\data\jquants.db
2026-03-04 14:13:29,077 INFO [sync_financials]   table:      financials
2026-03-04 14:13:29,077 INFO [sync_financials]   limit:      無制限
2026-03-04 14:13:29,077 INFO [sync_financials]   batch-size: 500
2026-03-04 14:13:29,078 INFO [sync_financials]   log:        C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_141329.log
2026-03-04 14:13:29,085 INFO [sync_financials] [SQLite] 生データ: 87,157 rows / 3,820 codes
2026-03-04 14:13:29,085 INFO [sync_financials] [SQLite] 差分モード: fetched_at >= 2026-02-02 14:13:29 (直近30日)
2026-03-04 14:13:29,464 INFO [sync_financials] [SQLite] 重複排除後: 72,490 rows
2026-03-04 14:13:29,472 INFO [sync_financials] [SYNC] quarter 分布: {"1Q": 17819, "2Q": 17771, "3Q": 17832, "4Q": 13, "FY": 19055}
2026-03-04 14:13:29,472 INFO [sync_financials] [SYNC] 開始: 72,490 rows → financials (145 batches × 500)
2026-03-04 14:13:29,719 INFO [sync_financials]   batch 1/145: 500 rows upserted (累計 500 / 72,490, 0.2秒)
2026-03-04 14:13:31,501 INFO [sync_financials]   batch 13/145: 500 rows upserted (累計 6,500 / 72,490, 2.0秒)
2026-03-04 14:13:31,649 INFO [sync_financials]   batch 14/145: 500 rows upserted (累計 7,000 / 72,490, 2.2秒)
2026-03-04 14:13:31,791 INFO [sync_financials]   batch 15/145: 500 rows upserted (累計 7,500 / 72,490, 2.3秒)
2026-03-04 14:13:31,932 INFO [sync_financials]   batch 16/145: 500 rows upserted (累計 8,000 / 72,490, 2.5秒)
2026-03-04 14:13:32,074 INFO [sync_financials]   batch 17/145: 500 rows upserted (累計 8,500 / 72,490, 2.6秒)
2026-03-04 14:13:32,242 INFO [sync_financials]   batch 18/145: 500 rows upserted (累計 9,000 / 72,490, 2.8秒)
2026-03-04 14:13:32,383 INFO [sync_financials]   batch 19/145: 500 rows upserted (累計 9,500 / 72,490, 2.9秒)
2026-03-04 14:13:32,519 INFO [sync_financials]   batch 20/145: 500 rows upserted (累計 10,000 / 72,490, 3.0秒)
2026-03-04 14:13:32,670 INFO [sync_financials]   batch 21/145: 500 rows upserted (累計 10,500 / 72,490, 3.2秒)
2026-03-04 14:13:32,817 INFO [sync_financials]   batch 22/145: 500 rows upserted (累計 11,000 / 72,490, 3.3秒)
2026-03-04 14:13:32,958 INFO [sync_financials]   batch 23/145: 500 rows upserted (累計 11,500 / 72,490, 3.5秒)
2026-03-04 14:13:33,102 INFO [sync_financials]   batch 24/145: 500 rows upserted (累計 12,000 / 72,490, 3.6秒)
2026-03-04 14:13:33,242 INFO [sync_financials]   batch 25/145: 500 rows upserted (累計 12,500 / 72,490, 3.8秒)
2026-03-04 14:13:33,386 INFO [sync_financials]   batch 26/145: 500 rows upserted (累計 13,000 / 72,490, 3.9秒)
2026-03-04 14:13:33,542 INFO [sync_financials]   batch 27/145: 500 rows upserted (累計 13,500 / 72,490, 4.1秒)
2026-03-04 14:13:33,686 INFO [sync_financials]   batch 28/145: 500 rows upserted (累計 14,000 / 72,490, 4.2秒)
2026-03-04 14:13:33,821 INFO [sync_financials]   batch 29/145: 500 rows upserted (累計 14,500 / 72,490, 4.3秒)
2026-03-04 14:13:33,962 INFO [sync_financials]   batch 30/145: 500 rows upserted (累計 15,000 / 72,490, 4.5秒)
2026-03-04 14:13:34,115 INFO [sync_financials]   batch 31/145: 500 rows upserted (累計 15,500 / 72,490, 4.6秒)
2026-03-04 14:13:34,277 INFO [sync_financials]   batch 32/145: 500 rows upserted (累計 16,000 / 72,490, 4.8秒)
2026-03-04 14:13:34,410 INFO [sync_financials]   batch 33/145: 500 rows upserted (累計 16,500 / 72,490, 4.9秒)
2026-03-04 14:13:34,551 INFO [sync_financials]   batch 34/145: 500 rows upserted (累計 17,000 / 72,490, 5.1秒)
2026-03-04 14:13:34,698 INFO [sync_financials]   batch 35/145: 500 rows upserted (累計 17,500 / 72,490, 5.2秒)
2026-03-04 14:13:34,840 INFO [sync_financials]   batch 36/145: 500 rows upserted (累計 18,000 / 72,490, 5.4秒)
2026-03-04 14:13:34,983 INFO [sync_financials]   batch 37/145: 500 rows upserted (累計 18,500 / 72,490, 5.5秒)
2026-03-04 14:13:35,121 INFO [sync_financials]   batch 38/145: 500 rows upserted (累計 19,000 / 72,490, 5.6秒)
2026-03-04 14:13:35,254 INFO [sync_financials]   batch 39/145: 500 rows upserted (累計 19,500 / 72,490, 5.8秒)
2026-03-04 14:13:35,404 INFO [sync_financials]   batch 40/145: 500 rows upserted (累計 20,000 / 72,490, 5.9秒)
2026-03-04 14:13:35,542 INFO [sync_financials]   batch 41/145: 500 rows upserted (累計 20,500 / 72,490, 6.1秒)
2026-03-04 14:13:35,693 INFO [sync_financials]   batch 42/145: 500 rows upserted (累計 21,000 / 72,490, 6.2秒)
2026-03-04 14:13:35,825 INFO [sync_financials]   batch 43/145: 500 rows upserted (累計 21,500 / 72,490, 6.4秒)
2026-03-04 14:13:35,965 INFO [sync_financials]   batch 44/145: 500 rows upserted (累計 22,000 / 72,490, 6.5秒)
2026-03-04 14:13:36,098 INFO [sync_financials]   batch 45/145: 500 rows upserted (累計 22,500 / 72,490, 6.6秒)
2026-03-04 14:13:36,237 INFO [sync_financials]   batch 46/145: 500 rows upserted (累計 23,000 / 72,490, 6.8秒)
2026-03-04 14:13:36,383 INFO [sync_financials]   batch 47/145: 500 rows upserted (累計 23,500 / 72,490, 6.9秒)
2026-03-04 14:13:36,531 INFO [sync_financials]   batch 48/145: 500 rows upserted (累計 24,000 / 72,490, 7.1秒)
2026-03-04 14:13:36,705 INFO [sync_financials]   batch 49/145: 500 rows upserted (累計 24,500 / 72,490, 7.2秒)
2026-03-04 14:13:36,859 INFO [sync_financials]   batch 50/145: 500 rows upserted (累計 25,000 / 72,490, 7.4秒)
2026-03-04 14:13:36,990 INFO [sync_financials]   batch 51/145: 500 rows upserted (累計 25,500 / 72,490, 7.5秒)
2026-03-04 14:13:37,121 INFO [sync_financials]   batch 52/145: 500 rows upserted (累計 26,000 / 72,490, 7.6秒)
2026-03-04 14:13:37,302 INFO [sync_financials]   batch 53/145: 500 rows upserted (累計 26,500 / 72,490, 7.8秒)
2026-03-04 14:13:37,442 INFO [sync_financials]   batch 54/145: 500 rows upserted (累計 27,000 / 72,490, 8.0秒)
2026-03-04 14:13:37,589 INFO [sync_financials]   batch 55/145: 500 rows upserted (累計 27,500 / 72,490, 8.1秒)
2026-03-04 14:13:37,771 INFO [sync_financials]   batch 56/145: 500 rows upserted (累計 28,000 / 72,490, 8.3秒)
2026-03-04 14:13:37,912 INFO [sync_financials]   batch 57/145: 500 rows upserted (累計 28,500 / 72,490, 8.4秒)
2026-03-04 14:13:38,051 INFO [sync_financials]   batch 58/145: 500 rows upserted (累計 29,000 / 72,490, 8.6秒)
2026-03-04 14:13:38,186 INFO [sync_financials]   batch 59/145: 500 rows upserted (累計 29,500 / 72,490, 8.7秒)
2026-03-04 14:13:38,322 INFO [sync_financials]   batch 60/145: 500 rows upserted (累計 30,000 / 72,490, 8.9秒)
2026-03-04 14:13:38,454 INFO [sync_financials]   batch 61/145: 500 rows upserted (累計 30,500 / 72,490, 9.0秒)
2026-03-04 14:13:38,588 INFO [sync_financials]   batch 62/145: 500 rows upserted (累計 31,000 / 72,490, 9.1秒)
2026-03-04 14:13:38,719 INFO [sync_financials]   batch 63/145: 500 rows upserted (累計 31,500 / 72,490, 9.2秒)
2026-03-04 14:13:38,850 INFO [sync_financials]   batch 64/145: 500 rows upserted (累計 32,000 / 72,490, 9.4秒)
2026-03-04 14:13:38,979 INFO [sync_financials]   batch 65/145: 500 rows upserted (累計 32,500 / 72,490, 9.5秒)
2026-03-04 14:13:39,108 INFO [sync_financials]   batch 66/145: 500 rows upserted (累計 33,000 / 72,490, 9.6秒)
2026-03-04 14:13:39,232 INFO [sync_financials]   batch 67/145: 500 rows upserted (累計 33,500 / 72,490, 9.8秒)
2026-03-04 14:13:39,368 INFO [sync_financials]   batch 68/145: 500 rows upserted (累計 34,000 / 72,490, 9.9秒)
2026-03-04 14:13:39,497 INFO [sync_financials]   batch 69/145: 500 rows upserted (累計 34,500 / 72,490, 10.0秒)
2026-03-04 14:13:39,642 INFO [sync_financials]   batch 70/145: 500 rows upserted (累計 35,000 / 72,490, 10.2秒)
2026-03-04 14:13:39,792 INFO [sync_financials]   batch 71/145: 500 rows upserted (累計 35,500 / 72,490, 10.3秒)
2026-03-04 14:13:39,920 INFO [sync_financials]   batch 72/145: 500 rows upserted (累計 36,000 / 72,490, 10.4秒)
2026-03-04 14:13:40,049 INFO [sync_financials]   batch 73/145: 500 rows upserted (累計 36,500 / 72,490, 10.6秒)
2026-03-04 14:13:40,192 INFO [sync_financials]   batch 74/145: 500 rows upserted (累計 37,000 / 72,490, 10.7秒)
2026-03-04 14:13:40,333 INFO [sync_financials]   batch 75/145: 500 rows upserted (累計 37,500 / 72,490, 10.9秒)
2026-03-04 14:13:40,477 INFO [sync_financials]   batch 76/145: 500 rows upserted (累計 38,000 / 72,490, 11.0秒)
2026-03-04 14:13:40,617 INFO [sync_financials]   batch 77/145: 500 rows upserted (累計 38,500 / 72,490, 11.1秒)
2026-03-04 14:13:40,760 INFO [sync_financials]   batch 78/145: 500 rows upserted (累計 39,000 / 72,490, 11.3秒)
2026-03-04 14:13:40,904 INFO [sync_financials]   batch 79/145: 500 rows upserted (累計 39,500 / 72,490, 11.4秒)
2026-03-04 14:13:41,079 INFO [sync_financials]   batch 80/145: 500 rows upserted (累計 40,000 / 72,490, 11.6秒)
2026-03-04 14:13:41,215 INFO [sync_financials]   batch 81/145: 500 rows upserted (累計 40,500 / 72,490, 11.7秒)
2026-03-04 14:13:41,371 INFO [sync_financials]   batch 82/145: 500 rows upserted (累計 41,000 / 72,490, 11.9秒)
2026-03-04 14:13:41,538 INFO [sync_financials]   batch 83/145: 500 rows upserted (累計 41,500 / 72,490, 12.1秒)
2026-03-04 14:13:41,704 INFO [sync_financials]   batch 84/145: 500 rows upserted (累計 42,000 / 72,490, 12.2秒)
2026-03-04 14:13:41,862 INFO [sync_financials]   batch 85/145: 500 rows upserted (累計 42,500 / 72,490, 12.4秒)
2026-03-04 14:13:42,013 INFO [sync_financials]   batch 86/145: 500 rows upserted (累計 43,000 / 72,490, 12.5秒)
2026-03-04 14:13:42,161 INFO [sync_financials]   batch 87/145: 500 rows upserted (累計 43,500 / 72,490, 12.7秒)
2026-03-04 14:13:42,313 INFO [sync_financials]   batch 88/145: 500 rows upserted (累計 44,000 / 72,490, 12.8秒)
2026-03-04 14:13:42,444 INFO [sync_financials]   batch 89/145: 500 rows upserted (累計 44,500 / 72,490, 13.0秒)
2026-03-04 14:13:42,578 INFO [sync_financials]   batch 90/145: 500 rows upserted (累計 45,000 / 72,490, 13.1秒)
2026-03-04 14:13:42,732 INFO [sync_financials]   batch 91/145: 500 rows upserted (累計 45,500 / 72,490, 13.3秒)
2026-03-04 14:13:42,891 INFO [sync_financials]   batch 92/145: 500 rows upserted (累計 46,000 / 72,490, 13.4秒)
2026-03-04 14:13:43,028 INFO [sync_financials]   batch 93/145: 500 rows upserted (累計 46,500 / 72,490, 13.6秒)
2026-03-04 14:13:43,175 INFO [sync_financials]   batch 94/145: 500 rows upserted (累計 47,000 / 72,490, 13.7秒)
2026-03-04 14:13:43,319 INFO [sync_financials]   batch 95/145: 500 rows upserted (累計 47,500 / 72,490, 13.8秒)
2026-03-04 14:13:43,459 INFO [sync_financials]   batch 96/145: 500 rows upserted (累計 48,000 / 72,490, 14.0秒)
2026-03-04 14:13:43,604 INFO [sync_financials]   batch 97/145: 500 rows upserted (累計 48,500 / 72,490, 14.1秒)
2026-03-04 14:13:43,765 INFO [sync_financials]   batch 98/145: 500 rows upserted (累計 49,000 / 72,490, 14.3秒)
2026-03-04 14:13:43,925 INFO [sync_financials]   batch 99/145: 500 rows upserted (累計 49,500 / 72,490, 14.5秒)
2026-03-04 14:13:44,064 INFO [sync_financials]   batch 100/145: 500 rows upserted (累計 50,000 / 72,490, 14.6秒)
2026-03-04 14:13:44,217 INFO [sync_financials]   batch 101/145: 500 rows upserted (累計 50,500 / 72,490, 14.7秒)
2026-03-04 14:13:44,370 INFO [sync_financials]   batch 102/145: 500 rows upserted (累計 51,000 / 72,490, 14.9秒)
2026-03-04 14:13:44,501 INFO [sync_financials]   batch 103/145: 500 rows upserted (累計 51,500 / 72,490, 15.0秒)
2026-03-04 14:13:44,665 INFO [sync_financials]   batch 104/145: 500 rows upserted (累計 52,000 / 72,490, 15.2秒)
2026-03-04 14:13:44,856 INFO [sync_financials]   batch 105/145: 500 rows upserted (累計 52,500 / 72,490, 15.4秒)
2026-03-04 14:13:45,013 INFO [sync_financials]   batch 106/145: 500 rows upserted (累計 53,000 / 72,490, 15.5秒)
2026-03-04 14:13:45,164 INFO [sync_financials]   batch 107/145: 500 rows upserted (累計 53,500 / 72,490, 15.7秒)
2026-03-04 14:13:45,315 INFO [sync_financials]   batch 108/145: 500 rows upserted (累計 54,000 / 72,490, 15.8秒)
2026-03-04 14:13:45,471 INFO [sync_financials]   batch 109/145: 500 rows upserted (累計 54,500 / 72,490, 16.0秒)
2026-03-04 14:13:45,654 INFO [sync_financials]   batch 110/145: 500 rows upserted (累計 55,000 / 72,490, 16.2秒)
2026-03-04 14:13:45,798 INFO [sync_financials]   batch 111/145: 500 rows upserted (累計 55,500 / 72,490, 16.3秒)
2026-03-04 14:13:45,950 INFO [sync_financials]   batch 112/145: 500 rows upserted (累計 56,000 / 72,490, 16.5秒)
2026-03-04 14:13:46,104 INFO [sync_financials]   batch 113/145: 500 rows upserted (累計 56,500 / 72,490, 16.6秒)
2026-03-04 14:13:46,246 INFO [sync_financials]   batch 114/145: 500 rows upserted (累計 57,000 / 72,490, 16.8秒)
2026-03-04 14:13:46,415 INFO [sync_financials]   batch 115/145: 500 rows upserted (累計 57,500 / 72,490, 16.9秒)
2026-03-04 14:13:46,554 INFO [sync_financials]   batch 116/145: 500 rows upserted (累計 58,000 / 72,490, 17.1秒)
2026-03-04 14:13:46,708 INFO [sync_financials]   batch 117/145: 500 rows upserted (累計 58,500 / 72,490, 17.2秒)
2026-03-04 14:13:46,862 INFO [sync_financials]   batch 118/145: 500 rows upserted (累計 59,000 / 72,490, 17.4秒)
2026-03-04 14:13:46,999 INFO [sync_financials]   batch 119/145: 500 rows upserted (累計 59,500 / 72,490, 17.5秒)
2026-03-04 14:13:47,155 INFO [sync_financials]   batch 120/145: 500 rows upserted (累計 60,000 / 72,490, 17.7秒)
2026-03-04 14:13:47,293 INFO [sync_financials]   batch 121/145: 500 rows upserted (累計 60,500 / 72,490, 17.8秒)
2026-03-04 14:13:47,449 INFO [sync_financials]   batch 122/145: 500 rows upserted (累計 61,000 / 72,490, 18.0秒)
2026-03-04 14:13:47,608 INFO [sync_financials]   batch 123/145: 500 rows upserted (累計 61,500 / 72,490, 18.1秒)
2026-03-04 14:13:47,764 INFO [sync_financials]   batch 124/145: 500 rows upserted (累計 62,000 / 72,490, 18.3秒)
2026-03-04 14:13:47,904 INFO [sync_financials]   batch 125/145: 500 rows upserted (累計 62,500 / 72,490, 18.4秒)
2026-03-04 14:13:48,044 INFO [sync_financials]   batch 126/145: 500 rows upserted (累計 63,000 / 72,490, 18.6秒)
2026-03-04 14:13:48,196 INFO [sync_financials]   batch 127/145: 500 rows upserted (累計 63,500 / 72,490, 18.7秒)
2026-03-04 14:13:48,334 INFO [sync_financials]   batch 128/145: 500 rows upserted (累計 64,000 / 72,490, 18.9秒)
2026-03-04 14:13:48,482 INFO [sync_financials]   batch 129/145: 500 rows upserted (累計 64,500 / 72,490, 19.0秒)
2026-03-04 14:13:48,648 INFO [sync_financials]   batch 130/145: 500 rows upserted (累計 65,000 / 72,490, 19.2秒)
2026-03-04 14:13:48,843 INFO [sync_financials]   batch 131/145: 500 rows upserted (累計 65,500 / 72,490, 19.4秒)
2026-03-04 14:13:48,983 INFO [sync_financials]   batch 132/145: 500 rows upserted (累計 66,000 / 72,490, 19.5秒)
2026-03-04 14:13:49,128 INFO [sync_financials]   batch 133/145: 500 rows upserted (累計 66,500 / 72,490, 19.7秒)
2026-03-04 14:13:49,290 INFO [sync_financials]   batch 134/145: 500 rows upserted (累計 67,000 / 72,490, 19.8秒)
2026-03-04 14:13:49,440 INFO [sync_financials]   batch 135/145: 500 rows upserted (累計 67,500 / 72,490, 20.0秒)
2026-03-04 14:13:49,601 INFO [sync_financials]   batch 136/145: 500 rows upserted (累計 68,000 / 72,490, 20.1秒)
2026-03-04 14:13:49,766 INFO [sync_financials]   batch 137/145: 500 rows upserted (累計 68,500 / 72,490, 20.3秒)
2026-03-04 14:13:49,905 INFO [sync_financials]   batch 138/145: 500 rows upserted (累計 69,000 / 72,490, 20.4秒)
2026-03-04 14:13:50,042 INFO [sync_financials]   batch 139/145: 500 rows upserted (累計 69,500 / 72,490, 20.6秒)
2026-03-04 14:13:50,175 INFO [sync_financials]   batch 140/145: 500 rows upserted (累計 70,000 / 72,490, 20.7秒)
2026-03-04 14:13:50,315 INFO [sync_financials]   batch 141/145: 500 rows upserted (累計 70,500 / 72,490, 20.8秒)
2026-03-04 14:13:50,471 INFO [sync_financials]   batch 142/145: 500 rows upserted (累計 71,000 / 72,490, 21.0秒)
2026-03-04 14:13:50,618 INFO [sync_financials]   batch 143/145: 500 rows upserted (累計 71,500 / 72,490, 21.1秒)
2026-03-04 14:13:50,769 INFO [sync_financials]   batch 144/145: 500 rows upserted (累計 72,000 / 72,490, 21.3秒)
2026-03-04 14:13:50,904 INFO [sync_financials]   batch 145/145: 490 rows upserted (累計 72,490 / 72,490, 21.4秒)
2026-03-04 14:13:50,904 INFO [sync_financials] [VERIFY] Supabase 側の検証中...
2026-03-04 14:13:51,373 INFO [sync_financials] [VERIFY] public.financials: 72,490 rows
2026-03-04 14:13:51,373 INFO [sync_financials] 
============================================================
  SYNC 完了
  upserted: 72,490 / 72,490
  errors:   0
  elapsed:  21.4秒
============================================================
2026-03-04 14:13:51,380 INFO [sync_financials] === sync_financials END (log: C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260304_141329.log) ===
