ticker,disclosure_date,title,reason
3816,2026-03-06,2026年7月期 第2四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
8917,2026-03-06,令和８年10月期　第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3733,2026-03-06,2026年10月期第1四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3854,2026-03-06,2026年７月期　第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
1873,2026-03-06,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
2353,2026-03-06,2026年７月期第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
2438,2026-03-06,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
6040,2026-03-06,2026年7月期第2四半期 決算短信[日本基準](連結）,included_earnings_summary
6267,2026-03-06,2026年７月期  第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
2910,2026-03-06,2026年４月期 第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
9824,2026-03-06,2026年10月期 第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
7279,2026-03-06,2026年10月期 第1四半期決算短信〔日本基準〕（連結）,included_earnings_summary
2301,2026-03-09,2026年10月期 第1四半期決算短信（日本基準）（非連結）,included_earnings_summary
7804,2026-03-09,2026年10月期 第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
7856,2026-03-09,2026年10月期 第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
4238,2026-03-09,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
7245,2026-03-10,2026年3月期第3四半期決算短信〔日本基準〕（連結）（公認会計士等による期中レビューの完了）,included_earnings_summary
1436,2026-03-10,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
2375,2026-03-10,2026年10月期第１四半期決算短信〔日本基準〕(連結),included_earnings_summary
2923,2026-03-10,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
3180,2026-03-10,2026年４月期　第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
3248,2026-03-10,2026年10月期 第1四半期決算短信[日本基準]（連結）,included_earnings_summary
6654,2026-03-10,2026年1月期決算短信[日本基準](非連結),included_earnings_summary
7682,2026-03-10,2026年７月期第２四半期（中間期）決算短信〔日本基準〕(非連結),included_earnings_summary
9678,2026-03-10,2026年10月期　第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
4441,2026-03-10,2026年10月期　第１四半期決算短信〔日本基準〕(非連結),included_earnings_summary
2502,2026-03-10,2025年12月期 第３四半期決算短信〔ＩＦＲＳ〕（連結）,included_earnings_summary
133A0,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
2019,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
223A0,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
224A0,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
2564,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
2626,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
2627,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
2849,2026-03-10,2026年1月期（2025年7月25日～2026年1月24日）決算短信,included_earnings_summary
2751,2026-03-11,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
5132,2026-03-11,2026年10月期第１四半期決算短信〔日本基準〕(非連結),included_earnings_summary
7678,2026-03-11,2026年1月期　決算短信〔日本基準〕（非連結）,included_earnings_summary
7435,2026-03-11,2026年４月期　第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
272A0,2026-03-11,令和8年4月期　第3四半期決算短信〔日本基準〕（連結）,included_earnings_summary
350A0,2026-03-11,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
4599,2026-03-11,2026年７月期 第２四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
5031,2026-03-11,2026年1月期 決算短信〔日本基準〕（非連結）,included_earnings_summary
5032,2026-03-11,2026年４月期 第３四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
6966,2026-03-11,2026年１月期　決算短信〔日本基準〕（連結）,included_earnings_summary
7064,2026-03-11,2026年1月期 決算短信〔日本基準〕（連結）,included_earnings_summary
9236,2026-03-11,2026年10月期第１四半期決算短信〔日本基準〕(非連結),included_earnings_summary
4026,2026-03-11,2026年４月期 第３四半期決算短信〔日本基準〕(非連結),included_earnings_summary
3921,2026-03-11,2026年１月期決算短信〔日本基準〕(連結),included_earnings_summary
6577,2026-03-11,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
7196,2026-03-12,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
3483,2026-03-12,2026年７月期　第２四半期（中間期）決算短信〔日本基準〕（非連結）,included_earnings_summary
5572,2026-03-12,2026年７月期第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
1844,2026-03-12,2026年７月期 第２四半期（中間期）決算短信【日本基準】（連結）,included_earnings_summary
2776,2026-03-12,2026年１月期　決算短信［日本基準〕（連結）,included_earnings_summary
3361,2026-03-12,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
6091,2026-03-12,2026年７月期　第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
6309,2026-03-12,2026年10月期 第１四半期決算短信〔日本基準〕(連結),included_earnings_summary
6898,2026-03-12,2026年１月期決算短信〔日本基準〕(連結),included_earnings_summary
7777,2026-03-12,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
8921,2026-03-12,2026年７月期 中間決算短信〔日本基準〕(非連結),included_earnings_summary
6225,2026-03-12,2026年７月期_第２四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
1433,2026-03-12,2026年１月期　決算短信〔日本基準〕(連結),included_earnings_summary
215A0,2026-03-12,2026年4月期 第1四半期決算短信〔日本基準〕(連結),included_earnings_summary
2294,2026-03-12,2026年4月期第3四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3246,2026-03-12,2026年1月期　決算短信［日本基準］(連結),included_earnings_summary
3955,2026-03-12,2026年1月期 決算短信［日本基準］（連結）,included_earnings_summary
4287,2026-03-12,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
4422,2026-03-12,2026年７月期　第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
4934,2026-03-12,2026年７月期第２四半期（中間期）決算短信 [日本基準]（連結）,included_earnings_summary
5075,2026-03-12,2026年1月期 決算短信[日本基準](非連結),included_earnings_summary
5134,2026-03-12,2026年10月期 第１四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
6387,2026-03-12,2026年７月期  第２四半期（中間期）決算短信〔日本基準〕（非連結）,included_earnings_summary
6778,2026-03-12,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
7095,2026-03-12,2026年４月期第３四半期決算短信〔ＩＦＲＳ〕(連結),included_earnings_summary
7378,2026-03-12,2026年10月期 第１四半期決算短信〔ＩＦＲＳ〕（連結）,included_earnings_summary
7640,2026-03-12,2026年10月期第1四半期決算短信〔日本基準〕（連結）,included_earnings_summary
8142,2026-03-12,2026年１月期決算短信〔日本基準〕(連結),included_earnings_summary
9166,2026-03-12,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
9565,2026-03-12,2026年６月期第１四半期決算短信〔日本基準〕(連結),included_earnings_summary
9692,2026-03-12,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
2198,2026-03-12,2026年10月期　第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
6184,2026-03-12,2026年１月期決算短信〔日本基準〕(連結),included_earnings_summary
6535,2026-03-12,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
6696,2026-03-12,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
3421,2026-03-13,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
359A0,2026-03-13,2026年７月期第２四半期（中間期）決算短信〔日本基準〕（非連結）,included_earnings_summary
4431,2026-03-13,2026年４月期第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
5598,2026-03-13,2026年1月期 決算短信〔日本基準〕（非連結）,included_earnings_summary
3161,2026-03-13,2026年4月期第3四半期決算短信〔日本基準〕（連結）,included_earnings_summary
9254,2026-03-13,2026年３月期 第１四半期決算短信〔日本基準〕(連結),included_earnings_summary
172A0,2026-03-13,2026年７月期　中間決算短信〔日本基準〕(非連結),included_earnings_summary
186A0,2026-03-13,2026年4月期 第3四半期決算短信〔IFRS〕(連結),included_earnings_summary
3441,2026-03-13,2026年7月期　第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
3524,2026-03-13,2026年４月期　第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3931,2026-03-13,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
4378,2026-03-13,2026年10月期第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
5079,2026-03-13,2026年４月期 第３四半期決算短信 〔日本基準〕（連結）,included_earnings_summary
7050,2026-03-13,2026年４月期 第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
7674,2026-03-13,2026年１月期 決算短信〔日本基準〕(連結),included_earnings_summary
7850,2026-03-13,令和８年７月期第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
9262,2026-03-13,2026年７月期　第２四半期（中間期）決算短信〔日本基準〕（非連結）,included_earnings_summary
9425,2026-03-13,2026年10月期 第１四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
218A0,2026-03-13,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕(連結),included_earnings_summary
3444,2026-03-13,2026年４月期 第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
4334,2026-03-13,2026年1月期決算短信〔日本基準〕（連結）,included_earnings_summary
168A0,2026-03-13,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
1758,2026-03-13,2026年１月期　決算短信〔日本基準〕(非連結),included_earnings_summary
1766,2026-03-13,2026年４月期　第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
1840,2026-03-13,2026年10月期　第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
212A0,2026-03-13,2026年10月期　第１四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
2217,2026-03-13,2026年１月期 決算短信〔日本基準〕（連結）,included_earnings_summary
2373,2026-03-13,2026年10月期　第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
2424,2026-03-13,2026年７月期  第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
2695,2026-03-13,2026年10月期第1四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3038,2026-03-13,2026年10月期 第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3070,2026-03-13,2026年１月期決算短信〔日本基準〕(連結),included_earnings_summary
3134,2026-03-13,2026年４月期　第３四半期決算短信〔日本基準〕(連結),included_earnings_summary
3159,2026-03-13,2026年１月期　決算短信〔日本基準〕（連結）,included_earnings_summary
3193,2026-03-13,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
324A0,2026-03-13,2026年４月期 第３四半期決算短信〔日本基準〕(非連結),included_earnings_summary
3320,2026-03-13,2026年1月期 決算短信〔日本基準〕（連結）,included_earnings_summary
3480,2026-03-13,2026年10月期 第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3653,2026-03-13,2026年10月期 第1四半期決算短信〔日本基準〕（連結）,included_earnings_summary
3662,2026-03-13,2026年7月期 第2四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
3843,2026-03-13,2026年４月期 第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
4175,2026-03-13,2026年１月期決算短信〔日本基準〕(非連結),included_earnings_summary
4369,2026-03-13,2026年1月期　決算短信〔日本基準〕（連結）,included_earnings_summary
4382,2026-03-13,2026年４月期第３四半期決算短信〔日本基準〕（連結）,included_earnings_summary
441A0,2026-03-13,2026年４月期第３四半期決算短信〔日本基準〕（非連結）,included_earnings_summary
446A0,2026-03-13,2026年１月期決算短信〔日本基準〕（非連結）,included_earnings_summary
462A0,2026-03-13,2026年10月期 第１四半期決算短信〔日本基準〕（連結）,included_earnings_summary
4936,2026-03-13,2026年７月期 第２四半期（中間期）決算短信〔日本基準〕（連結）,included_earnings_summary
5218,2026-03-13,2026年10月期第１四半期決算短信〔日本基準〕(連結),included_earnings_summary
5889,2026-03-13,2026年１月期 決算短信〔ＩＦＲＳ〕（連結）,included_earnings_summary
