2026-03-08 10:07:30,495 INFO [sync_financials] === sync_financials START ===
2026-03-08 10:07:30,495 INFO [sync_financials]   mode:       APPLY (本番反映)
2026-03-08 10:07:30,495 INFO [sync_financials]   scope:      RECENT 30日
2026-03-08 10:07:30,495 INFO [sync_financials]   sqlite:     C:\Users\takuy\OneDrive\tdnet-excel-input\data\jquants.db
2026-03-08 10:07:30,495 INFO [sync_financials]   table:      financials
2026-03-08 10:07:30,495 INFO [sync_financials]   limit:      無制限
2026-03-08 10:07:30,495 INFO [sync_financials]   batch-size: 500
2026-03-08 10:07:30,496 INFO [sync_financials]   log:        C:\Users\takuy\OneDrive\tdnet-excel-input\logs\sync_financials_apply_recent30d_20260308_100730.log
2026-03-08 10:07:30,504 INFO [sync_financials] [SQLite] 生データ: 87,157 rows / 3,820 codes
2026-03-08 10:07:30,504 INFO [sync_financials] [SQLite] 差分モード: fetched_at >= 2026-02-06 10:07:30 (直近30日)
2026-03-08 10:07:30,868 INFO [sync_financials] [SQLite] 重複排除後: 72,490 rows
2026-03-08 10:07:30,875 INFO [sync_financials] [SYNC] quarter 分布: {"1Q": 17819, "2Q": 17771, "3Q": 17832, "4Q": 13, "FY": 19055}
2026-03-08 10:07:30,875 INFO [sync_financials] [SYNC] 開始: 72,490 rows → financials (145 batches × 500)
2026-03-08 10:07:31,059 INFO [sync_financials]   batch 1/145: 500 rows upserted (累計 500 / 72,490, 0.2秒)
2026-03-08 10:07:33,965 INFO [sync_financials]   batch 13/145: 500 rows upserted (累計 6,500 / 72,490, 3.1秒)
2026-03-08 10:07:34,152 INFO [sync_financials]   batch 14/145: 500 rows upserted (累計 7,000 / 72,490, 3.3秒)
2026-03-08 10:07:34,353 INFO [sync_financials]   batch 15/145: 500 rows upserted (累計 7,500 / 72,490, 3.5秒)
2026-03-08 10:07:34,552 INFO [sync_financials]   batch 16/145: 500 rows upserted (累計 8,000 / 72,490, 3.7秒)
2026-03-08 10:07:34,711 INFO [sync_financials]   batch 17/145: 500 rows upserted (累計 8,500 / 72,490, 3.8秒)
2026-03-08 10:07:34,885 INFO [sync_financials]   batch 18/145: 500 rows upserted (累計 9,000 / 72,490, 4.0秒)
2026-03-08 10:07:35,040 INFO [sync_financials]   batch 19/145: 500 rows upserted (累計 9,500 / 72,490, 4.2秒)
2026-03-08 10:07:35,194 INFO [sync_financials]   batch 20/145: 500 rows upserted (累計 10,000 / 72,490, 4.3秒)
2026-03-08 10:07:35,340 INFO [sync_financials]   batch 21/145: 500 rows upserted (累計 10,500 / 72,490, 4.5秒)
2026-03-08 10:07:35,489 INFO [sync_financials]   batch 22/145: 500 rows upserted (累計 11,000 / 72,490, 4.6秒)
2026-03-08 10:07:35,640 INFO [sync_financials]   batch 23/145: 500 rows upserted (累計 11,500 / 72,490, 4.8秒)
2026-03-08 10:07:35,811 INFO [sync_financials]   batch 24/145: 500 rows upserted (累計 12,000 / 72,490, 4.9秒)
2026-03-08 10:07:35,968 INFO [sync_financials]   batch 25/145: 500 rows upserted (累計 12,500 / 72,490, 5.1秒)
2026-03-08 10:07:36,131 INFO [sync_financials]   batch 26/145: 500 rows upserted (累計 13,000 / 72,490, 5.3秒)
2026-03-08 10:07:36,291 INFO [sync_financials]   batch 27/145: 500 rows upserted (累計 13,500 / 72,490, 5.4秒)
2026-03-08 10:07:36,477 INFO [sync_financials]   batch 28/145: 500 rows upserted (累計 14,000 / 72,490, 5.6秒)
2026-03-08 10:07:36,619 INFO [sync_financials]   batch 29/145: 500 rows upserted (累計 14,500 / 72,490, 5.7秒)
2026-03-08 10:07:36,760 INFO [sync_financials]   batch 30/145: 500 rows upserted (累計 15,000 / 72,490, 5.9秒)
2026-03-08 10:07:36,894 INFO [sync_financials]   batch 31/145: 500 rows upserted (累計 15,500 / 72,490, 6.0秒)
2026-03-08 10:07:37,039 INFO [sync_financials]   batch 32/145: 500 rows upserted (累計 16,000 / 72,490, 6.2秒)
2026-03-08 10:07:37,175 INFO [sync_financials]   batch 33/145: 500 rows upserted (累計 16,500 / 72,490, 6.3秒)
2026-03-08 10:07:37,329 INFO [sync_financials]   batch 34/145: 500 rows upserted (累計 17,000 / 72,490, 6.5秒)
2026-03-08 10:07:37,467 INFO [sync_financials]   batch 35/145: 500 rows upserted (累計 17,500 / 72,490, 6.6秒)
2026-03-08 10:07:37,609 INFO [sync_financials]   batch 36/145: 500 rows upserted (累計 18,000 / 72,490, 6.7秒)
2026-03-08 10:07:37,740 INFO [sync_financials]   batch 37/145: 500 rows upserted (累計 18,500 / 72,490, 6.9秒)
2026-03-08 10:07:37,885 INFO [sync_financials]   batch 38/145: 500 rows upserted (累計 19,000 / 72,490, 7.0秒)
2026-03-08 10:07:38,025 INFO [sync_financials]   batch 39/145: 500 rows upserted (累計 19,500 / 72,490, 7.1秒)
2026-03-08 10:07:38,173 INFO [sync_financials]   batch 40/145: 500 rows upserted (累計 20,000 / 72,490, 7.3秒)
2026-03-08 10:07:38,314 INFO [sync_financials]   batch 41/145: 500 rows upserted (累計 20,500 / 72,490, 7.4秒)
2026-03-08 10:07:38,478 INFO [sync_financials]   batch 42/145: 500 rows upserted (累計 21,000 / 72,490, 7.6秒)
2026-03-08 10:07:38,632 INFO [sync_financials]   batch 43/145: 500 rows upserted (累計 21,500 / 72,490, 7.8秒)
2026-03-08 10:07:38,778 INFO [sync_financials]   batch 44/145: 500 rows upserted (累計 22,000 / 72,490, 7.9秒)
2026-03-08 10:07:38,920 INFO [sync_financials]   batch 45/145: 500 rows upserted (累計 22,500 / 72,490, 8.0秒)
2026-03-08 10:07:39,072 INFO [sync_financials]   batch 46/145: 500 rows upserted (累計 23,000 / 72,490, 8.2秒)
2026-03-08 10:07:39,208 INFO [sync_financials]   batch 47/145: 500 rows upserted (累計 23,500 / 72,490, 8.3秒)
2026-03-08 10:07:39,350 INFO [sync_financials]   batch 48/145: 500 rows upserted (累計 24,000 / 72,490, 8.5秒)
2026-03-08 10:07:39,487 INFO [sync_financials]   batch 49/145: 500 rows upserted (累計 24,500 / 72,490, 8.6秒)
2026-03-08 10:07:39,634 INFO [sync_financials]   batch 50/145: 500 rows upserted (累計 25,000 / 72,490, 8.8秒)
2026-03-08 10:07:39,784 INFO [sync_financials]   batch 51/145: 500 rows upserted (累計 25,500 / 72,490, 8.9秒)
2026-03-08 10:07:39,929 INFO [sync_financials]   batch 52/145: 500 rows upserted (累計 26,000 / 72,490, 9.1秒)
2026-03-08 10:07:40,103 INFO [sync_financials]   batch 53/145: 500 rows upserted (累計 26,500 / 72,490, 9.2秒)
2026-03-08 10:07:40,257 INFO [sync_financials]   batch 54/145: 500 rows upserted (累計 27,000 / 72,490, 9.4秒)
2026-03-08 10:07:40,407 INFO [sync_financials]   batch 55/145: 500 rows upserted (累計 27,500 / 72,490, 9.5秒)
2026-03-08 10:07:40,566 INFO [sync_financials]   batch 56/145: 500 rows upserted (累計 28,000 / 72,490, 9.7秒)
2026-03-08 10:07:40,726 INFO [sync_financials]   batch 57/145: 500 rows upserted (累計 28,500 / 72,490, 9.9秒)
2026-03-08 10:07:40,883 INFO [sync_financials]   batch 58/145: 500 rows upserted (累計 29,000 / 72,490, 10.0秒)
2026-03-08 10:07:41,066 INFO [sync_financials]   batch 59/145: 500 rows upserted (累計 29,500 / 72,490, 10.2秒)
2026-03-08 10:07:41,215 INFO [sync_financials]   batch 60/145: 500 rows upserted (累計 30,000 / 72,490, 10.3秒)
2026-03-08 10:07:41,353 INFO [sync_financials]   batch 61/145: 500 rows upserted (累計 30,500 / 72,490, 10.5秒)
2026-03-08 10:07:41,509 INFO [sync_financials]   batch 62/145: 500 rows upserted (累計 31,000 / 72,490, 10.6秒)
2026-03-08 10:07:41,658 INFO [sync_financials]   batch 63/145: 500 rows upserted (累計 31,500 / 72,490, 10.8秒)
2026-03-08 10:07:41,818 INFO [sync_financials]   batch 64/145: 500 rows upserted (累計 32,000 / 72,490, 10.9秒)
2026-03-08 10:07:41,989 INFO [sync_financials]   batch 65/145: 500 rows upserted (累計 32,500 / 72,490, 11.1秒)
2026-03-08 10:07:42,135 INFO [sync_financials]   batch 66/145: 500 rows upserted (累計 33,000 / 72,490, 11.3秒)
2026-03-08 10:07:42,303 INFO [sync_financials]   batch 67/145: 500 rows upserted (累計 33,500 / 72,490, 11.4秒)
2026-03-08 10:07:42,474 INFO [sync_financials]   batch 68/145: 500 rows upserted (累計 34,000 / 72,490, 11.6秒)
2026-03-08 10:07:42,622 INFO [sync_financials]   batch 69/145: 500 rows upserted (累計 34,500 / 72,490, 11.7秒)
2026-03-08 10:07:42,783 INFO [sync_financials]   batch 70/145: 500 rows upserted (累計 35,000 / 72,490, 11.9秒)
2026-03-08 10:07:42,957 INFO [sync_financials]   batch 71/145: 500 rows upserted (累計 35,500 / 72,490, 12.1秒)
2026-03-08 10:07:43,137 INFO [sync_financials]   batch 72/145: 500 rows upserted (累計 36,000 / 72,490, 12.3秒)
2026-03-08 10:07:43,299 INFO [sync_financials]   batch 73/145: 500 rows upserted (累計 36,500 / 72,490, 12.4秒)
2026-03-08 10:07:43,493 INFO [sync_financials]   batch 74/145: 500 rows upserted (累計 37,000 / 72,490, 12.6秒)
2026-03-08 10:07:43,652 INFO [sync_financials]   batch 75/145: 500 rows upserted (累計 37,500 / 72,490, 12.8秒)
2026-03-08 10:07:43,812 INFO [sync_financials]   batch 76/145: 500 rows upserted (累計 38,000 / 72,490, 12.9秒)
2026-03-08 10:07:43,966 INFO [sync_financials]   batch 77/145: 500 rows upserted (累計 38,500 / 72,490, 13.1秒)
2026-03-08 10:07:44,148 INFO [sync_financials]   batch 78/145: 500 rows upserted (累計 39,000 / 72,490, 13.3秒)
2026-03-08 10:07:44,309 INFO [sync_financials]   batch 79/145: 500 rows upserted (累計 39,500 / 72,490, 13.4秒)
2026-03-08 10:07:44,476 INFO [sync_financials]   batch 80/145: 500 rows upserted (累計 40,000 / 72,490, 13.6秒)
2026-03-08 10:07:44,638 INFO [sync_financials]   batch 81/145: 500 rows upserted (累計 40,500 / 72,490, 13.8秒)
2026-03-08 10:07:44,802 INFO [sync_financials]   batch 82/145: 500 rows upserted (累計 41,000 / 72,490, 13.9秒)
2026-03-08 10:07:44,970 INFO [sync_financials]   batch 83/145: 500 rows upserted (累計 41,500 / 72,490, 14.1秒)
2026-03-08 10:07:45,136 INFO [sync_financials]   batch 84/145: 500 rows upserted (累計 42,000 / 72,490, 14.3秒)
2026-03-08 10:07:45,297 INFO [sync_financials]   batch 85/145: 500 rows upserted (累計 42,500 / 72,490, 14.4秒)
2026-03-08 10:07:45,461 INFO [sync_financials]   batch 86/145: 500 rows upserted (累計 43,000 / 72,490, 14.6秒)
2026-03-08 10:07:45,612 INFO [sync_financials]   batch 87/145: 500 rows upserted (累計 43,500 / 72,490, 14.7秒)
2026-03-08 10:07:45,773 INFO [sync_financials]   batch 88/145: 500 rows upserted (累計 44,000 / 72,490, 14.9秒)
2026-03-08 10:07:45,922 INFO [sync_financials]   batch 89/145: 500 rows upserted (累計 44,500 / 72,490, 15.0秒)
2026-03-08 10:07:46,073 INFO [sync_financials]   batch 90/145: 500 rows upserted (累計 45,000 / 72,490, 15.2秒)
2026-03-08 10:07:46,212 INFO [sync_financials]   batch 91/145: 500 rows upserted (累計 45,500 / 72,490, 15.3秒)
2026-03-08 10:07:46,389 INFO [sync_financials]   batch 92/145: 500 rows upserted (累計 46,000 / 72,490, 15.5秒)
2026-03-08 10:07:46,812 INFO [sync_financials]   batch 93/145: 500 rows upserted (累計 46,500 / 72,490, 15.9秒)
2026-03-08 10:07:46,968 INFO [sync_financials]   batch 94/145: 500 rows upserted (累計 47,000 / 72,490, 16.1秒)
2026-03-08 10:07:47,119 INFO [sync_financials]   batch 95/145: 500 rows upserted (累計 47,500 / 72,490, 16.2秒)
2026-03-08 10:07:47,264 INFO [sync_financials]   batch 96/145: 500 rows upserted (累計 48,000 / 72,490, 16.4秒)
2026-03-08 10:07:47,413 INFO [sync_financials]   batch 97/145: 500 rows upserted (累計 48,500 / 72,490, 16.5秒)
2026-03-08 10:07:47,559 INFO [sync_financials]   batch 98/145: 500 rows upserted (累計 49,000 / 72,490, 16.7秒)
2026-03-08 10:07:47,695 INFO [sync_financials]   batch 99/145: 500 rows upserted (累計 49,500 / 72,490, 16.8秒)
2026-03-08 10:07:47,842 INFO [sync_financials]   batch 100/145: 500 rows upserted (累計 50,000 / 72,490, 17.0秒)
2026-03-08 10:07:47,991 INFO [sync_financials]   batch 101/145: 500 rows upserted (累計 50,500 / 72,490, 17.1秒)
2026-03-08 10:07:48,138 INFO [sync_financials]   batch 102/145: 500 rows upserted (累計 51,000 / 72,490, 17.3秒)
2026-03-08 10:07:48,276 INFO [sync_financials]   batch 103/145: 500 rows upserted (累計 51,500 / 72,490, 17.4秒)
2026-03-08 10:07:48,438 INFO [sync_financials]   batch 104/145: 500 rows upserted (累計 52,000 / 72,490, 17.6秒)
2026-03-08 10:07:48,599 INFO [sync_financials]   batch 105/145: 500 rows upserted (累計 52,500 / 72,490, 17.7秒)
2026-03-08 10:07:48,758 INFO [sync_financials]   batch 106/145: 500 rows upserted (累計 53,000 / 72,490, 17.9秒)
2026-03-08 10:07:48,912 INFO [sync_financials]   batch 107/145: 500 rows upserted (累計 53,500 / 72,490, 18.0秒)
2026-03-08 10:07:49,053 INFO [sync_financials]   batch 108/145: 500 rows upserted (累計 54,000 / 72,490, 18.2秒)
2026-03-08 10:07:49,194 INFO [sync_financials]   batch 109/145: 500 rows upserted (累計 54,500 / 72,490, 18.3秒)
2026-03-08 10:07:49,359 INFO [sync_financials]   batch 110/145: 500 rows upserted (累計 55,000 / 72,490, 18.5秒)
2026-03-08 10:07:49,527 INFO [sync_financials]   batch 111/145: 500 rows upserted (累計 55,500 / 72,490, 18.7秒)
2026-03-08 10:07:49,855 INFO [sync_financials]   batch 112/145: 500 rows upserted (累計 56,000 / 72,490, 19.0秒)
2026-03-08 10:07:50,005 INFO [sync_financials]   batch 113/145: 500 rows upserted (累計 56,500 / 72,490, 19.1秒)
2026-03-08 10:07:50,158 INFO [sync_financials]   batch 114/145: 500 rows upserted (累計 57,000 / 72,490, 19.3秒)
